episodes,steps,total reward
127,10000,6.0
219,20000,27.0
306,30000,41.0
479,40000,91.0
798,50000,213.0
1136,60000,236.0
1482,70000,245.0
1832,80000,238.0
2187,90000,231.0
2525,100000,256.0
