episodes,steps,total reward
116,10000,9.0
200,20000,26.0
287,30000,28.0
392,40000,41.0
630,50000,179.0
1030,60000,315.0
1437,70000,330.0
1861,80000,340.0
2286,90000,333.0
2711,100000,337.0
