episodes,steps,total reward
105,10000,9.0
191,20000,25.0
276,30000,42.0
438,40000,105.0
765,50000,229.0
1103,60000,237.0
1451,70000,239.0
1792,80000,243.0
2139,90000,245.0
2480,100000,250.0
