episodes,steps,total reward
124,10000,6.0
232,20000,26.0
323,30000,40.0
505,40000,102.0
799,50000,214.0
1128,60000,240.0
1468,70000,233.0
1808,80000,239.0
2160,90000,244.0
2497,100000,251.0
