# {"t_start": 1662807276.90048, "env_id": "Office-single-v1"} 
r,l,t
0.0,8,0.000632
0.0,29,0.001393
0.0,21,0.001933
0.0,10,0.00221
0.0,47,0.003337
0.0,27,0.004015
0.0,28,0.004711
0.0,42,0.005812
0.0,49,0.00716
0.0,35,0.008025
0.0,25,0.008644
0.0,2,0.008731
0.0,57,0.010088
0.0,37,0.010983
0.0,65,0.012511
0.0,101,0.014863
0.0,74,0.017437
0.0,80,0.019333
0.0,16,0.019748
0.0,78,0.02158
0.0,19,0.022064
0.0,34,0.022886
0.0,14,0.023252
0.0,59,0.024621
0.0,60,0.026057
0.0,114,0.028686
0.0,39,0.029642
0.0,50,0.031152
0.0,36,0.031995
0.0,39,0.032889
0.0,146,0.036273
0.0,125,0.039094
0.0,113,0.041616
0.0,127,0.044415
0.0,75,0.046074
0.0,19,0.04653
0.0,110,0.049118
0.0,68,0.051622
0.0,29,0.052608
0.0,47,0.053937
0.0,161,0.059931
0.0,228,0.066467
0.0,110,0.069954
0.0,81,0.07447
0.0,275,0.082756
0.0,111,0.086255
0.0,15,0.086763
0.0,43,0.087794
0.0,13,0.088136
0.0,39,0.089095
0.0,23,0.08969
0.0,155,0.093271
0.0,203,0.098255
0.0,97,0.100608
0.0,138,0.103745
0.0,188,0.108358
0.0,208,0.113139
1.0,179,0.118382
0.0,64,0.119888
0.0,33,0.120744
0.0,136,0.123818
0.0,81,0.125674
0.0,29,0.126364
0.0,15,0.126746
0.0,98,0.129037
0.0,206,0.134066
0.0,152,0.137725
0.0,65,0.139295
0.0,60,0.140723
0.0,64,0.142475
0.0,75,0.144369
1.0,171,0.148363
0.0,145,0.1528
0.0,236,0.158283
0.0,38,0.159205
0.0,67,0.160774
0.0,19,0.161244
0.0,84,0.163224
0.0,136,0.166657
0.0,292,0.173358
0.0,165,0.177219
0.0,98,0.179478
0.0,162,0.184406
0.0,168,0.188461
0.0,17,0.189086
0.0,22,0.189692
1.0,271,0.195799
0.0,148,0.199406
0.0,73,0.201264
