episodes,steps,total reward
113,10000,8.0
208,20000,25.0
301,30000,39.0
472,40000,95.0
797,50000,222.0
1138,60000,234.0
1492,70000,239.0
1832,80000,245.0
2179,90000,241.0
2530,100000,243.0
