# {"t_start": 1662807867.702749, "env_id": "Office-single-v1"} 
r,l,t
0.0,45,0.002053
0.0,14,0.002433
0.0,37,0.00329
0.0,48,0.004371
0.0,19,0.004827
0.0,42,0.006109
0.0,32,0.006889
0.0,66,0.008419
0.0,17,0.008827
0.0,28,0.009465
0.0,25,0.010041
0.0,43,0.011012
0.0,21,0.011501
0.0,77,0.013195
0.0,77,0.015374
0.0,11,0.015909
0.0,117,0.018994
0.0,75,0.02071
0.0,35,0.02153
0.0,44,0.022542
0.0,64,0.023997
0.0,80,0.025801
0.0,73,0.027444
0.0,142,0.030759
0.0,18,0.031259
0.0,166,0.035396
0.0,32,0.036462
0.0,26,0.037489
0.0,48,0.038677
0.0,50,0.040597
0.0,30,0.041832
0.0,43,0.042853
0.0,122,0.046666
0.0,92,0.050278
0.0,82,0.054528
0.0,42,0.055802
0.0,208,0.06128
0.0,2,0.061392
0.0,80,0.063217
0.0,64,0.064964
0.0,113,0.068519
0.0,87,0.070799
0.0,276,0.076917
0.0,116,0.079529
0.0,119,0.082439
0.0,89,0.08451
0.0,15,0.084916
0.0,11,0.085204
0.0,227,0.090249
0.0,86,0.092233
0.0,6,0.092417
0.0,6,0.092592
0.0,57,0.093874
0.0,174,0.097787
0.0,54,0.09906
0.0,174,0.104138
0.0,261,0.109863
0.0,29,0.110566
0.0,20,0.111045
0.0,37,0.11191
0.0,83,0.11378
0.0,124,0.116901
0.0,160,0.120799
0.0,51,0.122003
0.0,219,0.126867
0.0,228,0.132064
0.0,159,0.136636
0.0,40,0.137603
1.0,101,0.139922
0.0,61,0.141347
0.0,31,0.1421
0.0,114,0.144634
0.0,8,0.144855
0.0,57,0.146125
0.0,5,0.146278
0.0,77,0.148168
0.0,23,0.148765
0.0,10,0.149032
0.0,227,0.154032
0.0,38,0.154927
0.0,10,0.155197
0.0,354,0.162956
0.0,5,0.163117
0.0,99,0.165423
0.0,24,0.16643
0.0,69,0.168369
0.0,101,0.170642
1.0,195,0.174936
0.0,39,0.175843
0.0,61,0.17723
0.0,37,0.178088
0.0,256,0.184172
0.0,104,0.186513
0.0,68,0.188047
0.0,99,0.190279
0.0,26,0.190893
0.0,217,0.19564
0.0,132,0.198673
0.0,37,0.199893
0.0,44,0.201141
0.0,104,0.203506
0.0,82,0.205334
0.0,149,0.208692
1.0,389,0.219791
1.0,147,0.223277
0.0,5,0.223458
1.0,285,0.229772
1.0,160,0.234176
0.0,10,0.234477
0.0,103,0.236681
1.0,154,0.239977
0.0,93,0.24197
1.0,147,0.245128
0.0,193,0.249851
0.0,11,0.250161
1.0,210,0.254985
0.0,93,0.257114
0.0,97,0.259223
0.0,181,0.263238
0.0,22,0.263777
0.0,90,0.265859
0.0,185,0.270719
0.0,33,0.271492
0.0,8,0.271709
0.0,22,0.272219
0.0,10,0.272473
0.0,25,0.273095
1.0,322,0.28009
1.0,237,0.285802
0.0,33,0.286673
1.0,215,0.291768
1.0,262,0.297388
0.0,11,0.297764
0.0,13,0.2981
1.0,158,0.302674
0.0,163,0.306802
1.0,221,0.312352
0.0,77,0.314362
0.0,26,0.314988
0.0,15,0.315357
0.0,38,0.316267
0.0,75,0.318163
0.0,77,0.319881
0.0,7,0.320076
1.0,109,0.322472
0.0,185,0.326734
0.0,5,0.326893
1.0,102,0.32917
0.0,87,0.331152
0.0,77,0.333299
0.0,84,0.33607
0.0,2,0.336179
0.0,27,0.336818
0.0,19,0.337278
0.0,89,0.339252
0.0,42,0.340199
0.0,12,0.340507
0.0,81,0.342332
0.0,36,0.343176
0.0,27,0.343822
0.0,154,0.347423
0.0,240,0.352782
1.0,240,0.358013
0.0,41,0.358932
0.0,71,0.36045
1.0,148,0.363881
0.0,83,0.36586
1.0,146,0.370253
1.0,264,0.375908
0.0,25,0.37649
0.0,142,0.379553
0.0,100,0.381985
1.0,177,0.385949
1.0,269,0.391736
1.0,245,0.396924
1.0,173,0.402104
0.0,14,0.402521
0.0,45,0.403518
0.0,25,0.404098
0.0,78,0.405789
0.0,29,0.406449
0.0,100,0.408627
0.0,106,0.410896
1.0,280,0.417148
0.0,62,0.418689
1.0,106,0.420964
0.0,21,0.421447
0.0,83,0.423311
0.0,115,0.425796
0.0,95,0.427856
