episodes,steps,total reward
124,10000,11.0
207,20000,24.0
304,30000,27.0
401,40000,41.0
690,50000,204.0
1085,60000,313.0
1483,70000,313.0
1911,80000,335.0
2341,90000,344.0
2771,100000,343.0
