episodes,steps,total reward
116,10000,12.0
203,20000,22.0
288,30000,28.0
398,40000,44.0
633,50000,169.0
1040,60000,317.0
1445,70000,324.0
1861,80000,309.0
2275,90000,323.0
2700,100000,350.0
