# {"t_start": 1662807413.903219, "env_id": "Office-single-v1"} 
r,l,t
0.0,6,0.000554
0.0,22,0.001142
0.0,28,0.001835
0.0,50,0.003024
0.0,10,0.003299
0.0,40,0.004257
0.0,23,0.004826
0.0,70,0.006705
0.0,57,0.008267
0.0,30,0.008994
0.0,28,0.010162
0.0,15,0.010917
0.0,79,0.01274
0.0,14,0.013096
0.0,8,0.013316
0.0,73,0.014935
0.0,13,0.01526
0.0,20,0.015735
0.0,99,0.01807
0.0,28,0.018754
0.0,20,0.01924
0.0,24,0.019833
0.0,56,0.021187
0.0,39,0.022137
0.0,62,0.023768
0.0,26,0.024654
0.0,47,0.025789
0.0,35,0.026943
0.0,131,0.029929
0.0,26,0.030558
0.0,28,0.031231
0.0,50,0.032439
0.0,52,0.033628
0.0,79,0.035434
0.0,41,0.036444
0.0,105,0.038819
0.0,73,0.040471
0.0,119,0.04373
0.0,87,0.047291
0.0,107,0.051048
0.0,2,0.051229
0.0,67,0.053252
0.0,81,0.058013
0.0,253,0.066474
0.0,149,0.069892
0.0,200,0.074481
0.0,259,0.081491
0.0,76,0.08329
0.0,70,0.08496
0.0,372,0.093867
0.0,39,0.094997
0.0,8,0.095268
0.0,35,0.096112
0.0,20,0.096608
0.0,42,0.097591
0.0,9,0.09784
0.0,4,0.09797
0.0,71,0.099771
0.0,108,0.102307
0.0,128,0.105223
0.0,23,0.105798
0.0,192,0.111327
0.0,36,0.112497
0.0,104,0.114927
0.0,28,0.115621
0.0,152,0.11917
0.0,167,0.123116
0.0,68,0.125071
0.0,168,0.130099
0.0,208,0.135034
0.0,96,0.137269
0.0,41,0.138231
0.0,125,0.141291
0.0,99,0.144645
0.0,140,0.148256
0.0,50,0.149445
0.0,31,0.150222
0.0,308,0.15747
0.0,86,0.159504
0.0,145,0.163019
0.0,238,0.168567
0.0,97,0.170823
0.0,102,0.173224
1.0,120,0.176608
0.0,10,0.177298
0.0,106,0.179802
1.0,280,0.186095
0.0,17,0.186541
0.0,39,0.187487
1.0,133,0.190789
0.0,28,0.191505
0.0,164,0.195315
0.0,25,0.195933
0.0,13,0.196278
0.0,226,0.201629
0.0,181,0.205941
0.0,24,0.206533
1.0,291,0.214142
0.0,58,0.215536
0.0,67,0.217234
0.0,23,0.218119
0.0,16,0.218679
0.0,144,0.222644
0.0,193,0.227512
0.0,30,0.228323
1.0,103,0.231207
0.0,31,0.232
0.0,114,0.234677
0.0,86,0.236725
0.0,38,0.237622
0.0,191,0.242048
0.0,14,0.242782
1.0,171,0.247213
0.0,2,0.247324
0.0,21,0.247838
0.0,46,0.248888
1.0,172,0.252715
0.0,103,0.255081
0.0,10,0.255342
0.0,48,0.256441
0.0,204,0.261915
0.0,46,0.263193
0.0,25,0.263787
0.0,149,0.267205
0.0,124,0.269967
1.0,112,0.272458
0.0,71,0.274098
1.0,146,0.278283
0.0,217,0.283121
0.0,113,0.285628
0.0,25,0.286265
1.0,284,0.292837
1.0,223,0.298147
0.0,8,0.298478
1.0,212,0.303592
0.0,27,0.304327
0.0,22,0.305069
0.0,138,0.3083
1.0,210,0.313914
1.0,193,0.319152
0.0,195,0.324324
0.0,139,0.32784
0.0,225,0.333017
1.0,87,0.335073
0.0,303,0.341825
0.0,41,0.343479
0.0,23,0.344688
1.0,164,0.348696
0.0,11,0.349003
0.0,72,0.350664
0.0,79,0.352463
1.0,243,0.358189
0.0,21,0.358715
1.0,245,0.364264
1.0,200,0.368748
0.0,106,0.371091
0.0,8,0.371309
0.0,127,0.374105
0.0,212,0.379897
0.0,63,0.381385
0.0,16,0.381791
0.0,23,0.382346
0.0,40,0.383276
0.0,19,0.383733
0.0,138,0.386832
0.0,40,0.387761
0.0,10,0.388028
0.0,144,0.391516
0.0,50,0.392671
1.0,159,0.396305
0.0,23,0.396864
0.0,59,0.398187
0.0,83,0.400201
0.0,24,0.400791
1.0,281,0.406978
0.0,32,0.407769
0.0,44,0.408776
1.0,115,0.412606
0.0,13,0.412967
1.0,152,0.416333
0.0,21,0.416879
0.0,34,0.417669
1.0,290,0.424322
1.0,142,0.427643
0.0,29,0.428345
0.0,38,0.429226
0.0,276,0.435735
0.0,51,0.436909
1.0,188,0.441206
0.0,10,0.441477
1.0,181,0.446592
1.0,268,0.452582
1.0,229,0.457876
0.0,44,0.45891
1.0,261,0.464822
0.0,102,0.467177
0.0,31,0.467906
0.0,16,0.468311
0.0,45,0.46934
1.0,156,0.472785
0.0,47,0.473854
1.0,89,0.476073
0.0,92,0.479041
0.0,6,0.479241
0.0,100,0.481475
0.0,60,0.482875
0.0,46,0.483959
0.0,21,0.484456
0.0,98,0.486621
0.0,39,0.487524
0.0,23,0.488072
0.0,6,0.488246
1.0,155,0.491864
1.0,195,0.496302
0.0,54,0.497555
1.0,217,0.502587
1.0,149,0.505876
0.0,82,0.507765
0.0,135,0.511724
1.0,117,0.51443
