# {"t_start": 1662807943.50042, "env_id": "Office-single-v1"} 
r,l,t
0.0,24,0.002113
0.0,16,0.002727
0.0,49,0.004149
0.0,14,0.004516
0.0,14,0.00485
0.0,8,0.005065
0.0,39,0.005903
0.0,21,0.006391
0.0,5,0.00654
0.0,30,0.007387
0.0,19,0.007865
0.0,39,0.00893
0.0,35,0.009802
0.0,6,0.009978
0.0,67,0.012075
0.0,20,0.012808
0.0,99,0.015738
0.0,147,0.020043
0.0,94,0.030098
0.0,20,0.030786
0.0,42,0.031846
0.0,142,0.036372
0.0,43,0.037562
0.0,2,0.037661
0.0,53,0.038845
0.0,26,0.039442
0.0,82,0.041237
0.0,31,0.041957
0.0,63,0.04332
0.0,79,0.045096
0.0,64,0.046562
0.0,97,0.048967
0.0,58,0.050347
0.0,39,0.051557
0.0,87,0.05356
0.0,130,0.056762
0.0,132,0.060012
0.0,103,0.062247
0.0,124,0.065009
0.0,164,0.069479
0.0,169,0.073861
0.0,114,0.077058
0.0,39,0.078075
0.0,11,0.078377
0.0,74,0.080318
0.0,91,0.082453
0.0,12,0.08277
0.0,341,0.090378
0.0,98,0.092559
0.0,98,0.094761
0.0,90,0.096947
0.0,5,0.097115
0.0,87,0.099008
0.0,22,0.099541
0.0,11,0.099832
0.0,22,0.100368
0.0,10,0.100639
0.0,23,0.101579
0.0,7,0.102077
0.0,33,0.102974
0.0,26,0.103807
0.0,51,0.105145
0.0,7,0.105351
0.0,55,0.106553
0.0,21,0.107049
0.0,25,0.107618
0.0,69,0.109149
0.0,48,0.110203
0.0,260,0.11599
0.0,9,0.116248
0.0,265,0.122
0.0,50,0.123176
0.0,156,0.126897
0.0,27,0.127558
0.0,23,0.128099
0.0,86,0.129981
0.0,74,0.131619
0.0,157,0.136158
0.0,125,0.138886
0.0,43,0.139846
0.0,6,0.140018
0.0,15,0.140383
0.0,149,0.143622
0.0,90,0.14562
0.0,197,0.150107
0.0,214,0.15487
0.0,130,0.157764
0.0,155,0.161105
0.0,31,0.161826
0.0,15,0.162195
0.0,66,0.163635
1.0,208,0.168857
0.0,57,0.170279
0.0,18,0.170738
0.0,71,0.172278
0.0,62,0.173634
0.0,132,0.176529
1.0,241,0.181639
0.0,69,0.183381
0.0,182,0.18739
0.0,62,0.189066
0.0,180,0.194443
1.0,221,0.199608
0.0,19,0.20017
0.0,23,0.20128
0.0,241,0.207394
0.0,132,0.210473
0.0,55,0.211731
0.0,39,0.212607
0.0,100,0.214789
0.0,85,0.217052
0.0,81,0.218881
0.0,45,0.219915
0.0,190,0.224494
0.0,19,0.224969
0.0,61,0.226381
0.0,43,0.22735
0.0,49,0.22843
1.0,248,0.233907
0.0,74,0.236239
1.0,255,0.241592
0.0,259,0.246937
0.0,186,0.251403
1.0,145,0.254462
1.0,312,0.261922
0.0,49,0.263041
1.0,180,0.267287
1.0,256,0.273434
0.0,90,0.275483
0.0,259,0.281024
0.0,93,0.283247
0.0,114,0.285774
1.0,120,0.288549
1.0,271,0.294841
0.0,46,0.2961
0.0,37,0.297008
1.0,184,0.30121
1.0,235,0.306898
0.0,138,0.310293
0.0,51,0.311704
0.0,117,0.314245
0.0,61,0.315788
0.0,18,0.316218
1.0,161,0.31972
1.0,215,0.324974
0.0,19,0.325518
0.0,168,0.329318
0.0,42,0.330266
0.0,22,0.330783
0.0,154,0.334344
0.0,120,0.340187
0.0,42,0.341183
1.0,294,0.347421
0.0,157,0.351089
1.0,210,0.355667
0.0,115,0.358194
0.0,42,0.359124
0.0,35,0.359888
0.0,146,0.362968
1.0,111,0.365417
1.0,218,0.371443
1.0,268,0.377044
