# {"t_start": 1662807731.649753, "env_id": "Office-single-v1"} 
r,l,t
0.0,34,0.001254
0.0,43,0.002266
0.0,39,0.003418
0.0,19,0.003931
0.0,31,0.004952
0.0,24,0.005816
0.0,11,0.006111
0.0,19,0.006562
0.0,27,0.007168
0.0,8,0.007379
0.0,42,0.008587
0.0,52,0.009898
0.0,61,0.011267
0.0,29,0.011934
0.0,44,0.012921
0.0,28,0.013566
0.0,16,0.013948
0.0,69,0.015793
0.0,88,0.017763
0.0,64,0.019208
0.0,54,0.020596
0.0,64,0.021974
0.0,113,0.024298
0.0,129,0.027164
0.0,76,0.028784
0.0,47,0.029786
0.0,85,0.031821
0.0,134,0.034971
0.0,19,0.035565
0.0,79,0.037518
0.0,45,0.038829
0.0,133,0.045318
0.0,76,0.046989
0.0,70,0.048488
0.0,53,0.049664
0.0,163,0.053408
0.0,150,0.056749
0.0,168,0.061759
0.0,128,0.064911
0.0,52,0.066244
0.0,248,0.073368
0.0,204,0.08263
0.0,35,0.084219
0.0,60,0.086176
0.0,218,0.09201
0.0,4,0.092185
0.0,62,0.093548
0.0,10,0.093855
0.0,44,0.094853
0.0,15,0.095216
0.0,208,0.099808
0.0,50,0.100932
0.0,16,0.101357
0.0,84,0.103443
0.0,109,0.106878
0.0,181,0.111045
0.0,26,0.111666
0.0,61,0.112993
0.0,175,0.116748
0.0,196,0.121385
0.0,34,0.122179
0.0,156,0.125518
0.0,224,0.1305
0.0,181,0.134379
0.0,335,0.142286
0.0,35,0.143122
0.0,104,0.145352
0.0,33,0.146091
0.0,125,0.148785
0.0,37,0.149691
0.0,126,0.153065
0.0,160,0.156848
0.0,14,0.157214
1.0,189,0.161479
0.0,46,0.162589
1.0,233,0.167613
0.0,26,0.168237
0.0,250,0.174392
0.0,167,0.178085
0.0,138,0.181137
0.0,12,0.181446
0.0,13,0.181772
1.0,261,0.187849
0.0,9,0.188121
0.0,120,0.190701
1.0,238,0.195904
0.0,46,0.196949
0.0,82,0.198746
0.0,164,0.202317
0.0,75,0.204345
0.0,122,0.207808
0.0,41,0.208784
0.0,285,0.214891
1.0,181,0.218947
0.0,4,0.219173
0.0,18,0.219615
0.0,28,0.220266
0.0,56,0.221518
0.0,57,0.222778
0.0,21,0.223273
0.0,39,0.22415
0.0,40,0.225044
0.0,171,0.228746
0.0,83,0.23056
0.0,14,0.230908
0.0,35,0.231701
0.0,11,0.23198
0.0,176,0.235762
0.0,88,0.23868
0.0,182,0.243573
0.0,51,0.245222
0.0,23,0.245837
0.0,37,0.24669
0.0,81,0.249253
0.0,178,0.254109
1.0,125,0.256933
1.0,174,0.260834
0.0,66,0.262408
0.0,40,0.263326
0.0,12,0.263633
0.0,94,0.265641
0.0,175,0.269402
1.0,181,0.274382
1.0,204,0.278707
1.0,94,0.280835
1.0,166,0.284879
0.0,208,0.289772
1.0,214,0.29471
0.0,23,0.295251
0.0,60,0.296538
0.0,182,0.300304
1.0,188,0.304374
0.0,38,0.305932
0.0,43,0.30718
0.0,179,0.311758
0.0,239,0.317831
0.0,46,0.31908
0.0,97,0.32122
1.0,186,0.32537
0.0,26,0.325997
0.0,12,0.326301
0.0,53,0.327633
0.0,68,0.329136
1.0,192,0.333147
0.0,8,0.333374
1.0,145,0.336524
1.0,108,0.34006
1.0,263,0.345721
0.0,214,0.350603
0.0,143,0.354576
0.0,55,0.356027
0.0,38,0.357006
0.0,10,0.357274
0.0,51,0.358461
0.0,32,0.359481
1.0,163,0.363011
0.0,45,0.364023
0.0,63,0.365395
0.0,91,0.367383
1.0,201,0.372819
0.0,45,0.374197
1.0,144,0.377197
0.0,95,0.37922
0.0,46,0.380226
0.0,37,0.381038
0.0,168,0.384651
0.0,56,0.386043
1.0,213,0.390674
0.0,148,0.393967
0.0,141,0.397
0.0,106,0.399245
1.0,165,0.40277
1.0,249,0.409297
0.0,106,0.411577
1.0,82,0.413318
0.0,10,0.413574
0.0,21,0.414046
1.0,243,0.419612
0.0,77,0.421264
1.0,135,0.424103
0.0,21,0.424586
0.0,21,0.425059
1.0,112,0.427582
