episodes,steps,total reward
113,10000,5.0
203,20000,29.0
309,30000,36.0
465,40000,91.0
778,50000,214.0
1117,60000,243.0
1448,70000,245.0
1792,80000,244.0
2135,90000,240.0
2469,100000,257.0
