episodes,steps,total reward
122,10000,10.0
215,20000,23.0
287,30000,29.0
388,40000,44.0
649,50000,186.0
1040,60000,305.0
1453,70000,324.0
1876,80000,341.0
2301,90000,323.0
2735,100000,341.0
