# {"t_start": 1662807913.1182458, "env_id": "Office-single-v1"} 
r,l,t
0.0,21,0.000873
0.0,39,0.001767
0.0,48,0.00284
0.0,5,0.002997
0.0,19,0.003439
0.0,4,0.003565
0.0,41,0.004487
0.0,30,0.005161
0.0,29,0.005811
0.0,82,0.007821
0.0,35,0.008627
0.0,36,0.009429
0.0,44,0.010401
0.0,77,0.012023
0.0,38,0.012845
0.0,28,0.013455
0.0,9,0.013681
0.0,23,0.014187
0.0,6,0.01435
0.0,14,0.014671
0.0,88,0.017004
0.0,29,0.018
0.0,56,0.019264
0.0,56,0.020497
0.0,29,0.021413
0.0,107,0.023785
0.0,36,0.024625
0.0,91,0.026611
0.0,10,0.026868
0.0,132,0.029732
0.0,84,0.031747
0.0,49,0.032827
0.0,88,0.034761
0.0,4,0.034889
0.0,70,0.036403
0.0,51,0.037507
0.0,14,0.037838
0.0,171,0.041796
0.0,72,0.043346
0.0,52,0.044439
0.0,24,0.044969
0.0,24,0.045496
0.0,108,0.047743
0.0,159,0.051715
0.0,89,0.053836
0.0,47,0.054993
0.0,138,0.058751
0.0,134,0.063019
0.0,73,0.065217
0.0,71,0.066794
0.0,143,0.073876
0.0,100,0.077503
0.0,300,0.084879
0.0,27,0.085849
0.0,6,0.086104
0.0,47,0.087304
0.0,43,0.08826
0.0,220,0.092935
0.0,25,0.093508
0.0,9,0.093742
0.0,45,0.094723
0.0,101,0.096919
0.0,78,0.098952
0.0,142,0.102044
0.0,8,0.102273
0.0,129,0.105078
0.0,44,0.106083
0.0,21,0.106599
0.0,50,0.107701
0.0,84,0.109521
0.0,74,0.111118
0.0,66,0.112553
0.0,10,0.112813
0.0,173,0.116691
0.0,72,0.118833
0.0,129,0.121663
0.0,94,0.123693
0.0,35,0.124506
0.0,12,0.124819
0.0,221,0.129543
0.0,13,0.129879
0.0,12,0.130181
0.0,127,0.13318
0.0,55,0.134422
0.0,118,0.136978
0.0,317,0.143938
0.0,24,0.144538
0.0,219,0.149284
0.0,65,0.151431
0.0,58,0.152835
0.0,21,0.153343
0.0,23,0.153878
1.0,107,0.15624
0.0,24,0.156807
0.0,162,0.160287
1.0,259,0.16616
1.0,191,0.170249
0.0,150,0.173462
0.0,105,0.175713
0.0,68,0.17717
0.0,22,0.177668
0.0,240,0.182844
0.0,21,0.183696
1.0,151,0.187285
0.0,150,0.190459
0.0,66,0.191891
0.0,85,0.193752
1.0,162,0.197252
0.0,23,0.197918
1.0,411,0.206667
0.0,171,0.210344
0.0,64,0.211784
1.0,135,0.214662
0.0,83,0.216915
0.0,47,0.218327
0.0,76,0.22004
0.0,64,0.221438
0.0,148,0.224792
0.0,256,0.23094
0.0,86,0.233601
1.0,190,0.238225
0.0,109,0.240751
0.0,2,0.240856
0.0,38,0.241697
0.0,368,0.249621
0.0,50,0.251159
0.0,35,0.252013
0.0,30,0.252705
0.0,271,0.258524
0.0,109,0.261021
0.0,22,0.261533
1.0,172,0.265316
0.0,161,0.268666
0.0,52,0.270049
0.0,167,0.27378
0.0,55,0.275088
0.0,56,0.276322
0.0,116,0.278846
0.0,32,0.27958
0.0,12,0.27992
0.0,34,0.280708
1.0,148,0.284572
0.0,172,0.288228
1.0,206,0.292592
0.0,119,0.295119
0.0,43,0.296054
1.0,106,0.298753
0.0,95,0.301408
1.0,153,0.305248
1.0,174,0.309667
0.0,45,0.310674
0.0,5,0.311008
1.0,282,0.317967
1.0,198,0.322577
0.0,133,0.325454
0.0,70,0.326991
0.0,47,0.328031
0.0,130,0.330872
0.0,73,0.332642
1.0,149,0.335963
1.0,156,0.340336
0.0,255,0.349671
0.0,165,0.356223
1.0,203,0.364151
1.0,184,0.370939
0.0,14,0.371583
1.0,142,0.375193
1.0,153,0.378623
1.0,179,0.386382
0.0,21,0.387171
0.0,76,0.388908
1.0,149,0.392075
1.0,173,0.395795
0.0,10,0.396054
0.0,301,0.403324
1.0,194,0.40769
0.0,123,0.410249
0.0,52,0.411395
0.0,20,0.411865
0.0,36,0.412667
0.0,44,0.413634
1.0,187,0.418274
0.0,23,0.418846
0.0,82,0.4206
1.0,279,0.426554
1.0,204,0.430876
0.0,93,0.43306
1.0,138,0.43594
0.0,17,0.436342
0.0,36,0.437124
1.0,180,0.440912
0.0,83,0.442748
1.0,156,0.445988
0.0,113,0.448424
0.0,156,0.452472
0.0,92,0.454423
1.0,219,0.458946
0.0,6,0.459127
0.0,54,0.460277
0.0,39,0.461117
0.0,24,0.461652
1.0,277,0.467597
0.0,170,0.471195
1.0,259,0.476564
1.0,67,0.477975
0.0,54,0.479118
1.0,159,0.482644
1.0,246,0.488493
0.0,25,0.48908
1.0,529,0.500222
1.0,99,0.502374
0.0,33,0.503107
0.0,47,0.504115
1.0,181,0.508278
0.0,113,0.5107
1.0,414,0.520624
1.0,394,0.529302
1.0,104,0.531785
1.0,125,0.534832
0.0,18,0.535321
0.0,40,0.536298
0.0,16,0.536747
0.0,10,0.537035
0.0,68,0.538667
1.0,115,0.541494
0.0,26,0.542176
0.0,223,0.547164
0.0,179,0.552108
0.0,15,0.552716
1.0,145,0.555859
0.0,20,0.556332
1.0,231,0.561221
0.0,179,0.565189
0.0,78,0.566825
1.0,219,0.571324
0.0,27,0.571921
0.0,76,0.573518
0.0,350,0.58068
0.0,62,0.581981
0.0,5,0.582122
0.0,74,0.584081
0.0,109,0.586966
1.0,88,0.588828
0.0,12,0.589122
0.0,40,0.589976
1.0,78,0.591612
1.0,200,0.595755
0.0,35,0.596507
0.0,66,0.598113
0.0,18,0.598548
1.0,79,0.600243
1.0,77,0.601879
1.0,185,0.60572
0.0,24,0.606371
1.0,75,0.607985
0.0,51,0.609081
1.0,348,0.616516
0.0,2,0.616912
1.0,160,0.621266
0.0,109,0.623553
0.0,100,0.625641
0.0,14,0.625968
1.0,213,0.630401
0.0,15,0.630748
1.0,141,0.633973
0.0,75,0.635581
0.0,96,0.637594
1.0,66,0.638999
0.0,83,0.640827
0.0,20,0.641292
0.0,49,0.642341
0.0,75,0.644115
1.0,110,0.646687
1.0,69,0.648548
1.0,234,0.654868
0.0,38,0.65587
1.0,65,0.657357
0.0,50,0.658489
0.0,25,0.659033
0.0,23,0.659545
0.0,212,0.664003
0.0,126,0.666895
0.0,4,0.667038
0.0,29,0.6677
1.0,251,0.673097
1.0,164,0.676559
1.0,64,0.677927
0.0,85,0.679716
1.0,62,0.681052
1.0,87,0.683081
1.0,130,0.686456
0.0,9,0.686701
0.0,131,0.689455
0.0,42,0.690373
0.0,143,0.693373
1.0,55,0.6946
0.0,99,0.696696
0.0,22,0.6972
0.0,178,0.701162
0.0,54,0.702324
0.0,50,0.703376
0.0,137,0.706452
1.0,227,0.711122
1.0,92,0.713047
0.0,66,0.714612
1.0,209,0.719995
1.0,90,0.721929
1.0,104,0.724089
0.0,24,0.724628
0.0,14,0.724955
0.0,9,0.725178
1.0,109,0.727441
1.0,41,0.728323
0.0,93,0.730244
0.0,50,0.731537
0.0,14,0.731892
0.0,22,0.732392
1.0,91,0.734333
0.0,36,0.735121
1.0,78,0.73679
1.0,264,0.742456
1.0,132,0.745271
0.0,2,0.745376
0.0,24,0.745919
1.0,99,0.748004
0.0,96,0.750761
0.0,77,0.752656
1.0,117,0.755099
1.0,41,0.755981
0.0,44,0.756913
1.0,235,0.762138
1.0,155,0.765772
0.0,22,0.766286
1.0,66,0.768225
1.0,198,0.77329
0.0,9,0.773617
1.0,52,0.7749
0.0,438,0.785786
1.0,59,0.787078
0.0,42,0.787984
1.0,70,0.789464
0.0,10,0.789709
1.0,64,0.791094
0.0,53,0.792253
1.0,113,0.794673
1.0,86,0.796558
1.0,237,0.801724
1.0,304,0.808032
0.0,103,0.810185
1.0,63,0.811505
1.0,92,0.813471
0.0,2,0.813548
1.0,81,0.815326
0.0,10,0.815572
1.0,39,0.816517
0.0,39,0.817921
1.0,66,0.819567
1.0,45,0.820551
1.0,56,0.821749
1.0,86,0.823555
0.0,93,0.825793
1.0,59,0.827041
0.0,20,0.827485
0.0,4,0.827604
1.0,75,0.829147
1.0,32,0.82985
1.0,126,0.832714
0.0,49,0.833798
0.0,20,0.834256
0.0,16,0.834628
0.0,39,0.835475
1.0,51,0.836573
0.0,75,0.838181
1.0,43,0.839118
0.0,67,0.840611
0.0,25,0.841168
0.0,26,0.841742
0.0,38,0.842562
0.0,11,0.842822
1.0,143,0.845796
1.0,179,0.849746
0.0,47,0.851457
0.0,6,0.851758
1.0,56,0.853213
0.0,21,0.853696
1.0,74,0.85527
1.0,38,0.856098
1.0,40,0.856994
1.0,35,0.857755
0.0,17,0.858146
0.0,4,0.858265
0.0,50,0.859334
1.0,75,0.860938
0.0,42,0.86185
1.0,96,0.863902
1.0,86,0.865966
1.0,36,0.866765
1.0,45,0.867742
1.0,33,0.868463
0.0,14,0.868791
1.0,43,0.869711
0.0,30,0.870366
0.0,4,0.870484
1.0,42,0.871381
0.0,2,0.871458
1.0,77,0.873095
0.0,48,0.874133
0.0,16,0.8745
0.0,78,0.876138
0.0,80,0.877797
0.0,8,0.878003
1.0,34,0.878741
1.0,82,0.880428
1.0,71,0.882147
0.0,28,0.882807
1.0,52,0.884433
1.0,73,0.886816
1.0,36,0.887801
1.0,53,0.888955
1.0,67,0.890367
1.0,53,0.891483
1.0,39,0.89239
1.0,37,0.893202
1.0,43,0.894136
1.0,49,0.895189
1.0,59,0.896441
1.0,39,0.897314
1.0,32,0.89819
0.0,8,0.898437
0.0,35,0.899223
1.0,45,0.900254
0.0,4,0.900525
0.0,7,0.900867
0.0,17,0.901417
0.0,19,0.901943
1.0,31,0.902737
0.0,52,0.903952
1.0,36,0.905063
1.0,35,0.90582
1.0,75,0.907432
1.0,43,0.90835
0.0,68,0.909764
0.0,18,0.910163
1.0,39,0.911029
0.0,10,0.911279
0.0,7,0.911463
0.0,32,0.912175
0.0,33,0.912898
1.0,73,0.914646
1.0,30,0.915437
0.0,53,0.916718
1.0,33,0.9177
1.0,70,0.919639
1.0,35,0.920447
1.0,40,0.921326
1.0,40,0.922211
0.0,5,0.922354
1.0,32,0.923084
1.0,50,0.924189
1.0,32,0.924925
1.0,33,0.925678
1.0,64,0.927072
1.0,31,0.92778
0.0,10,0.928033
0.0,26,0.928621
1.0,32,0.929354
0.0,19,0.929802
1.0,56,0.931039
1.0,42,0.932156
1.0,31,0.932852
0.0,12,0.933141
0.0,28,0.933935
0.0,8,0.93414
1.0,73,0.935833
1.0,36,0.936609
1.0,32,0.93733
1.0,33,0.938049
1.0,32,0.938757
1.0,33,0.939541
1.0,34,0.940278
1.0,30,0.940931
1.0,36,0.941716
1.0,32,0.942414
1.0,30,0.943075
0.0,12,0.943363
1.0,78,0.944985
1.0,33,0.945709
0.0,24,0.946235
1.0,39,0.947176
