episodes,steps,total reward
120,10000,7.0
206,20000,29.0
301,30000,36.0
473,40000,96.0
781,50000,221.0
1118,60000,240.0
1471,70000,233.0
1820,80000,249.0
2171,90000,246.0
2520,100000,245.0
