episodes,steps,total reward
121,10000,10.0
199,20000,25.0
290,30000,30.0
410,40000,44.0
646,50000,178.0
1041,60000,314.0
1460,70000,334.0
1901,80000,339.0
2325,90000,348.0
2743,100000,343.0
