episodes,steps,total reward
112,10000,11.0
207,20000,23.0
294,30000,29.0
389,40000,43.0
677,50000,210.0
1066,60000,316.0
1480,70000,326.0
1883,80000,321.0
2309,90000,335.0
2741,100000,347.0
