episodes,steps,total reward
115,10000,10.0
199,20000,22.0
292,30000,28.0
400,40000,50.0
651,50000,176.0
1030,60000,301.0
1442,70000,325.0
1857,80000,321.0
2281,90000,336.0
2698,100000,343.0
