episodes,steps,total reward
113,10000,6.0
207,20000,28.0
305,30000,40.0
499,40000,102.0
812,50000,225.0
1150,60000,243.0
1483,70000,246.0
1814,80000,245.0
2158,90000,249.0
2508,100000,247.0
