# {"t_start": 1662807292.248564, "env_id": "Office-single-v1"} 
r,l,t
0.0,32,0.002106
0.0,34,0.002922
0.0,58,0.004241
0.0,15,0.004618
0.0,29,0.005284
0.0,15,0.005649
0.0,20,0.006111
0.0,2,0.006194
0.0,52,0.007569
0.0,28,0.008231
0.0,108,0.010831
0.0,33,0.011626
0.0,70,0.013142
0.0,28,0.013778
0.0,92,0.015915
0.0,55,0.017131
0.0,57,0.018429
0.0,67,0.019904
0.0,74,0.02151
0.0,13,0.02184
0.0,59,0.023165
0.0,101,0.02558
0.0,88,0.028477
0.0,58,0.02989
0.0,46,0.031411
0.0,17,0.031928
0.0,95,0.035679
0.0,28,0.036457
0.0,70,0.039085
0.0,22,0.03997
0.0,133,0.045
0.0,76,0.047167
0.0,124,0.05022
0.0,86,0.052837
0.0,222,0.059663
0.0,79,0.061803
0.0,52,0.062985
0.0,118,0.065791
0.0,18,0.066257
0.0,212,0.071631
0.0,10,0.071931
0.0,46,0.072988
0.0,81,0.074785
0.0,199,0.079112
0.0,140,0.082676
0.0,140,0.086041
0.0,2,0.086169
0.0,37,0.087094
0.0,13,0.087446
0.0,83,0.089267
0.0,45,0.090307
0.0,67,0.091809
0.0,56,0.093049
0.0,86,0.094904
0.0,5,0.095052
0.0,145,0.098211
0.0,209,0.104044
0.0,30,0.104772
0.0,199,0.109046
0.0,251,0.114813
0.0,35,0.115848
0.0,220,0.121433
0.0,20,0.12199
0.0,272,0.128073
0.0,261,0.133919
0.0,209,0.139673
1.0,175,0.143643
1.0,196,0.148001
0.0,109,0.150669
0.0,46,0.151803
0.0,57,0.153188
1.0,141,0.15629
0.0,39,0.157225
0.0,19,0.15768
0.0,19,0.158128
0.0,231,0.16317
0.0,16,0.163566
0.0,96,0.165726
1.0,261,0.172598
0.0,35,0.173473
0.0,24,0.174071
0.0,56,0.175351
0.0,19,0.175903
0.0,16,0.176412
1.0,346,0.185165
0.0,375,0.193937
0.0,48,0.195038
0.0,50,0.196151
0.0,31,0.196858
1.0,138,0.200403
0.0,21,0.201398
0.0,33,0.202737
0.0,84,0.205014
0.0,58,0.20661
0.0,305,0.213496
0.0,79,0.215836
0.0,44,0.216868
0.0,23,0.217451
0.0,6,0.217626
0.0,54,0.219065
1.0,197,0.223506
0.0,100,0.225782
0.0,21,0.226341
0.0,66,0.227813
0.0,30,0.228505
0.0,30,0.2292
0.0,13,0.229521
0.0,202,0.234427
0.0,12,0.235072
0.0,130,0.237957
0.0,109,0.24026
0.0,98,0.242505
0.0,13,0.242829
0.0,101,0.24499
0.0,34,0.245774
1.0,235,0.251611
0.0,100,0.253764
0.0,222,0.258512
0.0,45,0.259499
0.0,12,0.259785
1.0,216,0.264338
0.0,267,0.271281
0.0,24,0.27186
0.0,16,0.272243
0.0,25,0.272804
0.0,39,0.273664
0.0,175,0.277377
1.0,258,0.283063
1.0,201,0.287711
0.0,8,0.287962
0.0,18,0.288403
1.0,143,0.291615
0.0,45,0.292652
0.0,180,0.296689
1.0,163,0.30025
0.0,13,0.300636
0.0,119,0.304188
1.0,155,0.308268
0.0,34,0.309211
0.0,104,0.311692
1.0,102,0.314036
0.0,135,0.317144
0.0,85,0.319069
0.0,113,0.321582
0.0,46,0.322624
0.0,55,0.323872
0.0,43,0.324802
0.0,30,0.325475
0.0,39,0.32633
0.0,26,0.326918
0.0,203,0.331189
0.0,16,0.331575
1.0,233,0.337909
0.0,18,0.338364
0.0,125,0.341019
0.0,130,0.344135
0.0,114,0.346626
0.0,45,0.347627
0.0,27,0.348224
1.0,210,0.353113
1.0,186,0.357194
1.0,142,0.360278
0.0,33,0.361027
0.0,215,0.365637
0.0,14,0.365983
0.0,243,0.372027
0.0,43,0.373021
1.0,133,0.375878
0.0,44,0.376847
0.0,35,0.377625
0.0,24,0.378166
0.0,152,0.38144
1.0,91,0.383602
1.0,401,0.392225
0.0,38,0.393057
0.0,209,0.397383
0.0,11,0.397656
0.0,9,0.397885
0.0,73,0.399611
0.0,23,0.40016
1.0,175,0.405132
0.0,103,0.407353
0.0,294,0.413567
0.0,148,0.417004
0.0,24,0.417566
1.0,218,0.422323
0.0,41,0.42323
0.0,25,0.423898
0.0,87,0.425758
1.0,90,0.427658
0.0,17,0.428056
1.0,106,0.430287
0.0,196,0.435122
0.0,20,0.435665
0.0,7,0.435858
0.0,6,0.436026
0.0,37,0.436828
1.0,269,0.44245
0.0,73,0.444021
0.0,159,0.447551
1.0,190,0.452027
0.0,24,0.452606
0.0,23,0.453143
0.0,59,0.454445
0.0,44,0.455426
1.0,153,0.458807
0.0,12,0.459109
0.0,30,0.459782
0.0,103,0.461988
0.0,11,0.462267
0.0,83,0.464058
1.0,66,0.465471
0.0,14,0.465842
0.0,194,0.470858
0.0,12,0.471212
0.0,18,0.471631
1.0,205,0.476052
1.0,187,0.480259
1.0,95,0.482609
0.0,68,0.484067
0.0,11,0.484345
0.0,116,0.486935
0.0,43,0.487884
1.0,203,0.492196
0.0,37,0.493002
0.0,211,0.497494
0.0,96,0.499576
0.0,32,0.500393
1.0,107,0.503797
0.0,28,0.504453
0.0,15,0.504813
0.0,20,0.505277
0.0,88,0.50715
