episodes,steps,total reward
115,10000,7.0
217,20000,24.0
324,30000,42.0
483,40000,88.0
805,50000,217.0
1130,60000,228.0
1469,70000,250.0
1815,80000,241.0
2162,90000,251.0
2518,100000,237.0
