# {"t_start": 1662807390.851956, "env_id": "Office-single-v0"} 
r,l,t
0.0,22,0.000982
0.0,22,0.001563
0.0,38,0.002506
0.0,23,0.003079
0.0,28,0.003771
0.0,68,0.005594
0.0,4,0.005781
0.0,48,0.006932
0.0,49,0.008165
0.0,35,0.009073
0.0,58,0.010607
0.0,10,0.010892
0.0,39,0.011822
0.0,94,0.014083
0.0,44,0.015109
0.0,37,0.015984
0.0,34,0.016772
0.0,20,0.017261
0.0,54,0.018594
0.0,25,0.019195
0.0,74,0.021286
0.0,11,0.021595
0.0,112,0.024133
0.0,39,0.025055
0.0,70,0.026736
0.0,147,0.031181
0.0,94,0.033521
0.0,31,0.034383
0.0,35,0.035253
0.0,6,0.035444
0.0,37,0.036355
0.0,53,0.037603
0.0,77,0.039643
0.0,42,0.040663
0.0,113,0.043508
0.0,37,0.044437
0.0,82,0.046764
0.0,54,0.048478
0.0,2,0.048631
0.0,28,0.049644
0.0,79,0.053626
0.0,54,0.055459
0.0,62,0.057115
0.0,65,0.058664
0.0,136,0.064478
0.0,58,0.066953
0.0,108,0.070644
0.0,70,0.072345
0.0,7,0.072567
0.0,94,0.075056
0.0,42,0.076334
0.0,57,0.07783
0.0,103,0.080412
0.0,130,0.083519
0.0,87,0.085609
0.0,20,0.086124
0.0,42,0.087166
0.0,14,0.087536
0.0,67,0.089162
0.0,23,0.089753
0.0,116,0.092495
0.0,112,0.096204
0.0,79,0.09848
0.0,29,0.099322
0.0,69,0.101569
0.0,13,0.101936
0.0,81,0.103849
0.0,53,0.105104
0.0,149,0.108659
0.0,62,0.110347
0.0,6,0.110556
0.0,58,0.112174
0.0,4,0.112351
0.0,4,0.112499
0.0,22,0.113062
0.0,159,0.116782
0.0,5,0.116958
0.0,60,0.118533
0.0,60,0.119987
1.0,256,0.126002
0.0,78,0.128146
0.0,226,0.135516
0.0,27,0.136278
0.0,98,0.138589
0.0,49,0.139767
0.0,90,0.142525
1.0,147,0.146146
0.0,146,0.149646
0.0,114,0.152362
0.0,124,0.155325
0.0,25,0.155963
0.0,24,0.156566
1.0,118,0.159737
0.0,200,0.165375
0.0,169,0.169508
1.0,144,0.172912
0.0,13,0.173284
0.0,188,0.178045
0.0,290,0.184924
0.0,13,0.185309
0.0,53,0.186563
0.0,7,0.186769
0.0,66,0.18832
0.0,155,0.191912
0.0,136,0.196147
0.0,62,0.197775
0.0,121,0.201245
0.0,182,0.205583
1.0,158,0.210172
0.0,75,0.212077
1.0,344,0.220135
1.0,139,0.223795
0.0,64,0.225863
0.0,67,0.228026
