episodes,steps,total reward
125,10000,10.0
222,20000,23.0
315,30000,31.0
410,40000,41.0
662,50000,176.0
1055,60000,315.0
1451,70000,306.0
1861,80000,334.0
2290,90000,339.0
2725,100000,345.0
