episodes,steps,total reward
107,10000,7.0
199,20000,28.0
293,30000,41.0
473,40000,106.0
791,50000,226.0
1124,60000,242.0
1454,70000,239.0
1792,80000,243.0
2152,90000,235.0
2506,100000,241.0
