# {"t_start": 1662807966.264561, "env_id": "Office-single-v0"} 
r,l,t
0.0,13,0.000744
0.0,19,0.001235
0.0,95,0.003929
0.0,46,0.005119
0.0,26,0.005742
0.0,5,0.005901
0.0,37,0.006764
0.0,21,0.007407
0.0,72,0.009212
0.0,28,0.00989
0.0,56,0.011142
0.0,35,0.01194
0.0,41,0.012883
0.0,121,0.015627
0.0,25,0.016236
0.0,75,0.018204
0.0,45,0.019243
0.0,80,0.021058
0.0,45,0.022075
0.0,17,0.022484
0.0,162,0.026054
0.0,89,0.028017
0.0,52,0.029154
0.0,60,0.030462
0.0,51,0.031959
0.0,59,0.033614
1.0,173,0.038757
0.0,15,0.03919
0.0,52,0.040332
0.0,16,0.040719
0.0,2,0.040802
0.0,50,0.0419
0.0,30,0.042726
0.0,42,0.043724
0.0,38,0.044586
0.0,48,0.045656
0.0,162,0.049207
0.0,37,0.050062
0.0,17,0.050474
0.0,60,0.051973
0.0,45,0.053289
0.0,14,0.053805
0.0,123,0.05673
0.0,86,0.058932
0.0,61,0.061106
0.0,15,0.061785
0.0,17,0.062725
0.0,106,0.065727
0.0,57,0.067141
0.0,91,0.070084
0.0,29,0.071702
0.0,39,0.077633
0.0,81,0.07979
0.0,47,0.081096
0.0,75,0.082803
0.0,34,0.083587
0.0,50,0.084884
0.0,15,0.085278
0.0,58,0.086569
0.0,40,0.087491
0.0,64,0.088991
0.0,60,0.090341
0.0,10,0.090608
0.0,100,0.09296
0.0,60,0.094347
0.0,11,0.094642
0.0,13,0.09497
0.0,16,0.095364
0.0,45,0.096391
0.0,9,0.096631
0.0,87,0.098637
0.0,64,0.100067
0.0,141,0.10414
0.0,89,0.106499
0.0,90,0.108544
0.0,71,0.110153
0.0,178,0.114049
0.0,370,0.122597
1.0,212,0.127343
0.0,28,0.128045
1.0,237,0.133292
0.0,148,0.137886
0.0,105,0.14114
0.0,89,0.143524
0.0,283,0.149965
0.0,121,0.153291
0.0,465,0.164258
0.0,14,0.16466
1.0,95,0.166896
0.0,175,0.171874
0.0,56,0.173188
1.0,91,0.175206
1.0,245,0.180528
0.0,111,0.183036
0.0,239,0.188625
0.0,130,0.191563
0.0,20,0.192056
1.0,143,0.195349
1.0,75,0.197036
0.0,35,0.197875
0.0,153,0.201344
0.0,209,0.207123
0.0,6,0.207341
0.0,313,0.214244
0.0,114,0.216761
0.0,67,0.218456
1.0,157,0.222166
0.0,62,0.223592
0.0,131,0.2266
1.0,200,0.231004
0.0,110,0.233464
0.0,11,0.23376
0.0,224,0.240949
0.0,21,0.241783
0.0,94,0.244075
0.0,25,0.244702
0.0,71,0.246289
0.0,22,0.246856
0.0,105,0.249629
0.0,2,0.249746
1.0,127,0.253744
0.0,181,0.258373
0.0,10,0.258673
1.0,138,0.261884
0.0,2,0.26199
1.0,211,0.266548
0.0,219,0.272711
0.0,154,0.276149
0.0,33,0.276923
0.0,56,0.278178
0.0,18,0.278616
1.0,193,0.283156
0.0,27,0.283816
0.0,68,0.285576
0.0,19,0.286042
0.0,39,0.28702
0.0,226,0.292373
0.0,206,0.297745
0.0,90,0.299734
0.0,11,0.300026
0.0,156,0.304452
0.0,51,0.305726
0.0,53,0.307197
0.0,53,0.308545
1.0,131,0.311832
0.0,161,0.315793
1.0,151,0.319323
0.0,13,0.319664
0.0,205,0.324529
1.0,94,0.326778
0.0,172,0.33053
0.0,7,0.330734
0.0,156,0.334169
0.0,10,0.334454
0.0,17,0.334936
1.0,321,0.343249
0.0,144,0.346523
0.0,17,0.346952
0.0,167,0.350554
0.0,247,0.356344
0.0,66,0.357809
1.0,132,0.360823
0.0,31,0.361537
0.0,136,0.36444
0.0,89,0.36636
0.0,19,0.36681
1.0,125,0.369581
0.0,61,0.372
1.0,167,0.37598
1.0,248,0.381242
0.0,69,0.382753
1.0,162,0.386452
0.0,183,0.3908
0.0,27,0.39143
1.0,212,0.396302
1.0,206,0.400932
0.0,262,0.407818
0.0,64,0.409283
0.0,140,0.412361
0.0,5,0.412521
0.0,7,0.412721
1.0,302,0.419417
0.0,47,0.420462
0.0,248,0.426186
0.0,42,0.427275
0.0,70,0.428781
0.0,7,0.428976
1.0,200,0.433194
0.0,116,0.43568
0.0,63,0.438119
0.0,4,0.438287
1.0,154,0.441593
0.0,84,0.443402
0.0,109,0.445743
1.0,338,0.45312
0.0,4,0.453267
0.0,77,0.45514
0.0,13,0.455457
1.0,477,0.465618
0.0,50,0.466749
1.0,378,0.475734
1.0,101,0.477942
1.0,123,0.480561
1.0,264,0.48639
0.0,4,0.48654
1.0,156,0.490216
1.0,205,0.494655
0.0,2,0.494748
1.0,179,0.499097
1.0,136,0.502661
0.0,4,0.502984
0.0,87,0.505677
0.0,102,0.50798
0.0,48,0.509092
0.0,18,0.509534
0.0,29,0.5102
0.0,56,0.511446
1.0,302,0.518247
0.0,206,0.522806
1.0,204,0.527657
1.0,286,0.533882
0.0,34,0.534783
1.0,298,0.541997
1.0,99,0.544722
0.0,146,0.548437
0.0,96,0.550618
0.0,2,0.550749
0.0,31,0.551707
0.0,22,0.552268
1.0,133,0.555674
0.0,40,0.55669
1.0,197,0.561627
0.0,21,0.562185
0.0,101,0.564584
0.0,21,0.565112
1.0,231,0.57165
1.0,263,0.578141
1.0,147,0.581333
0.0,103,0.58358
0.0,120,0.586435
0.0,53,0.587705
0.0,39,0.588657
0.0,14,0.588993
0.0,6,0.589159
1.0,118,0.591694
0.0,134,0.594719
1.0,164,0.598222
1.0,343,0.606904
0.0,15,0.607305
0.0,147,0.610416
0.0,181,0.614295
1.0,166,0.61808
0.0,68,0.619591
1.0,179,0.623554
1.0,186,0.627997
0.0,134,0.631064
0.0,96,0.633106
1.0,96,0.635257
0.0,10,0.635513
0.0,148,0.639959
0.0,134,0.642852
1.0,130,0.64567
0.0,180,0.649551
1.0,145,0.652946
0.0,66,0.65458
0.0,70,0.656083
0.0,149,0.659327
1.0,112,0.661685
0.0,16,0.662064
0.0,142,0.66508
0.0,13,0.665399
0.0,35,0.666167
0.0,111,0.66862
0.0,36,0.669744
1.0,184,0.674326
0.0,39,0.67521
0.0,92,0.677177
0.0,67,0.678615
0.0,21,0.679096
0.0,41,0.680006
0.0,57,0.681255
0.0,67,0.682687
1.0,160,0.686272
0.0,178,0.690236
0.0,75,0.691864
1.0,216,0.6969
0.0,140,0.699901
0.0,44,0.700864
0.0,11,0.701135
0.0,93,0.703796
0.0,46,0.705402
0.0,12,0.705723
0.0,201,0.710088
0.0,185,0.714088
0.0,32,0.71483
1.0,316,0.722199
0.0,63,0.723762
0.0,109,0.72691
0.0,99,0.729066
1.0,29,0.72973
0.0,57,0.730949
0.0,184,0.734928
1.0,315,0.743219
1.0,96,0.745387
0.0,10,0.745654
1.0,152,0.749169
0.0,11,0.749467
1.0,57,0.75078
0.0,20,0.751453
1.0,119,0.754377
0.0,170,0.758585
0.0,103,0.761443
1.0,50,0.762654
0.0,70,0.764589
1.0,67,0.766125
1.0,128,0.769248
1.0,92,0.772303
0.0,80,0.774093
0.0,45,0.775115
0.0,9,0.775355
0.0,135,0.778328
0.0,41,0.779258
1.0,246,0.784989
1.0,197,0.789366
1.0,337,0.796963
0.0,11,0.797251
0.0,167,0.80079
1.0,168,0.805642
1.0,103,0.807939
1.0,130,0.810797
0.0,122,0.813508
0.0,174,0.81722
0.0,148,0.820597
0.0,26,0.821419
1.0,113,0.823923
1.0,41,0.824845
1.0,75,0.826842
1.0,210,0.831309
0.0,134,0.834177
