episodes,steps,total reward
106,10000,9.0
199,20000,28.0
293,30000,30.0
402,40000,45.0
689,50000,203.0
1075,60000,295.0
1474,70000,328.0
1889,80000,328.0
2308,90000,335.0
2737,100000,340.0
