episodes,steps,total reward
118,10000,7.0
214,20000,25.0
310,30000,44.0
488,40000,104.0
808,50000,223.0
1152,60000,243.0
1486,70000,231.0
1827,80000,241.0
2166,90000,253.0
2513,100000,249.0
