episodes,steps,total reward
121,10000,5.0
224,20000,31.0
325,30000,36.0
490,40000,92.0
813,50000,228.0
1138,60000,225.0
1485,70000,242.0
1840,80000,236.0
2186,90000,238.0
2539,100000,253.0
