# {"t_start": 1662807951.074688, "env_id": "Office-single-v0"} 
r,l,t
0.0,6,0.000531
0.0,77,0.002356
0.0,19,0.002842
0.0,7,0.00305
0.0,54,0.004351
0.0,51,0.005562
0.0,13,0.005894
0.0,29,0.006581
0.0,21,0.007088
0.0,48,0.008652
0.0,43,0.009831
0.0,6,0.010015
0.0,25,0.010619
0.0,27,0.011378
0.0,115,0.014142
0.0,138,0.017389
0.0,89,0.019501
0.0,27,0.020164
0.0,10,0.020442
0.0,71,0.02209
0.0,94,0.024248
0.0,25,0.025066
0.0,4,0.025225
0.0,37,0.026504
0.0,84,0.02961
0.0,18,0.030387
0.0,95,0.033154
0.0,36,0.03411
0.0,60,0.040787
0.0,55,0.042984
0.0,30,0.044204
0.0,37,0.045168
0.0,81,0.047101
0.0,50,0.048271
0.0,137,0.051452
0.0,84,0.053419
0.0,81,0.055337
0.0,22,0.055932
0.0,54,0.057209
0.0,64,0.059012
0.0,76,0.061526
0.0,16,0.062228
0.0,21,0.062828
0.0,36,0.063942
0.0,71,0.065972
0.0,33,0.066936
0.0,102,0.069775
0.0,7,0.070016
0.0,5,0.070178
0.0,191,0.075061
0.0,52,0.076334
0.0,122,0.079348
0.0,10,0.079648
0.0,52,0.080874
0.0,158,0.084534
0.0,61,0.085983
0.0,30,0.086698
0.0,66,0.088231
0.0,37,0.089121
0.0,164,0.093285
0.0,10,0.093847
0.0,78,0.09634
0.0,41,0.09737
0.0,95,0.099587
0.0,320,0.106907
0.0,83,0.10963
0.0,68,0.111288
1.0,134,0.114432
0.0,6,0.114645
0.0,63,0.116168
0.0,36,0.117021
1.0,253,0.122877
1.0,299,0.130678
1.0,224,0.135664
0.0,87,0.137614
0.0,4,0.13776
0.0,48,0.138923
0.0,188,0.143514
0.0,30,0.144267
1.0,138,0.147537
0.0,103,0.149945
1.0,499,0.163338
1.0,255,0.169214
0.0,153,0.17275
0.0,109,0.17551
0.0,37,0.176411
0.0,122,0.179297
0.0,173,0.183342
0.0,7,0.18356
