episodes,steps,total reward
118,10000,12.0
205,20000,24.0
289,30000,29.0
392,40000,44.0
655,50000,184.0
1030,60000,315.0
1435,70000,336.0
1846,80000,328.0
2268,90000,339.0
2693,100000,348.0
