# {"t_start": 1662807716.449311, "env_id": "Office-single-v1"} 
r,l,t
0.0,10,0.000641
0.0,12,0.000983
0.0,8,0.001214
0.0,62,0.002685
0.0,49,0.003883
0.0,28,0.004569
0.0,27,0.005467
0.0,47,0.007099
0.0,45,0.008204
0.0,33,0.009033
0.0,56,0.010336
0.0,28,0.011006
0.0,25,0.011608
0.0,42,0.012566
0.0,77,0.014319
0.0,33,0.015274
0.0,52,0.016501
0.0,31,0.017248
0.0,60,0.018658
0.0,19,0.019136
0.0,119,0.022608
0.0,73,0.024289
0.0,52,0.025469
0.0,150,0.028833
0.0,86,0.030832
0.0,147,0.03423
0.0,56,0.035502
0.0,25,0.036105
0.0,67,0.037753
0.0,15,0.038328
0.0,58,0.04025
0.0,27,0.040929
0.0,78,0.042863
0.0,25,0.043487
0.0,79,0.045294
0.0,94,0.047425
0.0,95,0.049581
0.0,368,0.05972
0.0,222,0.067128
0.0,84,0.069723
0.0,41,0.070867
0.0,74,0.074009
0.0,222,0.084423
0.0,34,0.085298
0.0,153,0.089211
0.0,288,0.095738
0.0,28,0.096439
0.0,21,0.097005
0.0,113,0.099553
0.0,82,0.101446
0.0,14,0.101802
0.0,9,0.102109
0.0,24,0.102737
0.0,40,0.103716
0.0,320,0.111764
1.0,305,0.118708
0.0,58,0.12028
0.0,13,0.120637
0.0,158,0.124342
0.0,16,0.124772
0.0,186,0.129579
0.0,20,0.130117
0.0,289,0.136783
0.0,220,0.142891
0.0,116,0.14585
0.0,223,0.150883
0.0,47,0.151976
0.0,17,0.152408
1.0,116,0.155325
0.0,26,0.155986
0.0,61,0.157494
0.0,64,0.158962
0.0,245,0.164494
0.0,268,0.170653
1.0,164,0.175129
0.0,30,0.175889
0.0,20,0.176393
1.0,364,0.184498
0.0,265,0.190947
0.0,33,0.191763
0.0,93,0.193868
0.0,80,0.195715
1.0,221,0.200663
0.0,20,0.201158
0.0,99,0.203509
0.0,27,0.204211
0.0,9,0.204478
0.0,51,0.206455
0.0,174,0.210456
0.0,27,0.21112
0.0,42,0.212133
0.0,92,0.214201
0.0,60,0.215571
0.0,152,0.219071
0.0,145,0.22305
0.0,76,0.22484
0.0,43,0.225863
0.0,173,0.229802
0.0,119,0.232498
1.0,164,0.237142
1.0,282,0.245105
0.0,94,0.247349
0.0,114,0.250035
1.0,229,0.256053
0.0,24,0.256738
0.0,60,0.258172
1.0,112,0.260764
0.0,18,0.261343
0.0,51,0.262617
1.0,383,0.27119
0.0,17,0.272067
0.0,120,0.275084
0.0,19,0.27556
0.0,96,0.277726
0.0,108,0.28014
0.0,117,0.282737
0.0,151,0.286406
0.0,22,0.286943
1.0,122,0.289668
0.0,271,0.296138
0.0,141,0.299358
1.0,240,0.304965
1.0,185,0.310019
1.0,190,0.314934
0.0,189,0.319801
0.0,245,0.325343
1.0,169,0.329192
0.0,11,0.329486
1.0,190,0.333623
0.0,115,0.336148
1.0,287,0.343953
0.0,58,0.345317
0.0,36,0.346156
1.0,162,0.349759
0.0,31,0.350482
0.0,38,0.351358
0.0,156,0.355128
1.0,256,0.360793
0.0,114,0.363352
0.0,171,0.367076
0.0,174,0.37115
1.0,80,0.3738
0.0,19,0.374325
0.0,51,0.375474
0.0,163,0.379035
1.0,166,0.38265
0.0,4,0.382784
0.0,62,0.38417
0.0,94,0.386465
1.0,232,0.391807
1.0,246,0.39725
1.0,104,0.399558
0.0,48,0.400647
0.0,37,0.401493
0.0,110,0.40404
1.0,197,0.409415
0.0,57,0.410709
0.0,47,0.41176
0.0,35,0.41259
0.0,41,0.413638
0.0,63,0.415073
1.0,136,0.418172
0.0,45,0.419204
0.0,38,0.420335
1.0,83,0.422195
0.0,233,0.427404
0.0,8,0.427635
0.0,41,0.428636
0.0,34,0.429417
1.0,152,0.432728
0.0,194,0.437092
0.0,6,0.437292
0.0,79,0.439929
1.0,218,0.444861
0.0,12,0.445183
0.0,248,0.450615
0.0,29,0.451295
0.0,215,0.456281
0.0,60,0.457803
0.0,9,0.458054
0.0,128,0.460877
1.0,314,0.467899
0.0,28,0.468578
0.0,119,0.471279
0.0,24,0.47249
0.0,143,0.476163
0.0,13,0.476511
1.0,157,0.479991
0.0,9,0.480235
0.0,121,0.483001
0.0,7,0.483207
1.0,282,0.489616
0.0,56,0.490889
1.0,128,0.49386
0.0,8,0.494089
0.0,98,0.4963
