# {"t_start": 1662807519.918963, "env_id": "Office-single-v1"} 
r,l,t
0.0,45,0.001444
0.0,13,0.001806
0.0,12,0.00212
0.0,16,0.002522
0.0,49,0.003618
0.0,9,0.003868
0.0,55,0.005683
0.0,27,0.00658
0.0,15,0.00705
0.0,4,0.007186
0.0,2,0.007273
0.0,56,0.008612
0.0,92,0.010698
0.0,26,0.01134
0.0,111,0.013941
0.0,26,0.01457
0.0,39,0.01546
0.0,77,0.01717
0.0,23,0.017712
0.0,2,0.017797
0.0,27,0.01842
0.0,86,0.020856
0.0,41,0.022582
0.0,124,0.025594
0.0,74,0.027336
0.0,94,0.035858
0.0,37,0.037505
0.0,51,0.0398
0.0,6,0.040168
0.0,54,0.041711
0.0,90,0.043995
0.0,95,0.046105
0.0,29,0.046787
0.0,91,0.04883
0.0,36,0.049654
0.0,117,0.053022
0.0,10,0.053331
0.0,19,0.053813
0.0,42,0.055431
0.0,115,0.058365
0.0,86,0.060713
0.0,86,0.063281
0.0,43,0.064596
0.0,25,0.065246
0.0,86,0.067471
0.0,330,0.075884
0.0,119,0.078581
0.0,340,0.086568
0.0,16,0.087035
0.0,130,0.090537
0.0,106,0.093286
0.0,46,0.094508
0.0,78,0.096262
0.0,74,0.097922
0.0,69,0.099483
0.0,31,0.100445
0.0,147,0.104133
0.0,61,0.106771
0.0,252,0.112718
0.0,15,0.11311
0.0,130,0.115944
0.0,60,0.117284
0.0,176,0.121365
0.0,145,0.124625
0.0,277,0.130995
0.0,20,0.131514
0.0,105,0.133835
0.0,18,0.134275
0.0,147,0.137705
0.0,170,0.142659
0.0,189,0.1468
0.0,204,0.151271
0.0,65,0.152873
0.0,78,0.15464
0.0,6,0.154819
0.0,56,0.156119
0.0,91,0.158248
1.0,163,0.162087
0.0,120,0.164764
1.0,230,0.169883
0.0,184,0.174817
0.0,245,0.180293
0.0,8,0.180535
0.0,121,0.183192
0.0,196,0.187702
1.0,262,0.193724
0.0,56,0.195582
0.0,76,0.19806
0.0,28,0.198985
0.0,26,0.199751
0.0,134,0.202962
0.0,16,0.203407
0.0,28,0.204094
0.0,62,0.206759
0.0,42,0.207836
0.0,47,0.20909
0.0,150,0.212591
0.0,78,0.214362
1.0,192,0.219334
1.0,137,0.223309
0.0,33,0.224251
0.0,76,0.22646
0.0,69,0.228485
0.0,2,0.228586
0.0,237,0.233946
1.0,124,0.236783
1.0,179,0.241489
0.0,11,0.241815
0.0,29,0.242492
0.0,151,0.246219
0.0,188,0.25044
0.0,164,0.254227
0.0,37,0.255174
0.0,76,0.256969
0.0,131,0.260033
1.0,249,0.265897
0.0,123,0.268906
0.0,320,0.2768
0.0,21,0.277338
0.0,40,0.278239
0.0,110,0.280637
0.0,36,0.281455
