# {"t_start": 1662808019.4928489, "env_id": "Office-single-v1"} 
r,l,t
0.0,14,0.000801
0.0,27,0.001426
0.0,66,0.002818
0.0,17,0.003216
0.0,54,0.004372
0.0,10,0.004627
0.0,17,0.005019
0.0,17,0.005416
0.0,35,0.006558
0.0,2,0.006733
0.0,27,0.008431
0.0,19,0.009279
0.0,62,0.01067
0.0,16,0.011066
0.0,36,0.011871
0.0,36,0.012698
0.0,115,0.015383
0.0,44,0.016946
0.0,47,0.018403
0.0,58,0.019868
0.0,24,0.020508
0.0,66,0.022317
0.0,35,0.023197
0.0,20,0.023963
0.0,95,0.031311
0.0,108,0.035681
0.0,98,0.037842
0.0,129,0.041301
0.0,59,0.043215
0.0,100,0.04542
0.0,27,0.046036
0.0,27,0.046657
0.0,56,0.047883
0.0,61,0.049212
0.0,14,0.049589
0.0,145,0.05274
0.0,77,0.054453
0.0,20,0.054924
0.0,69,0.056601
0.0,20,0.057104
0.0,96,0.059198
0.0,108,0.06152
0.0,27,0.062176
0.0,58,0.063512
0.0,84,0.065642
0.0,57,0.066919
0.0,260,0.072623
0.0,13,0.072986
0.0,204,0.077978
0.0,11,0.078299
0.0,188,0.082309
0.0,148,0.085529
0.0,113,0.08796
0.0,190,0.092283
0.0,201,0.09665
0.0,219,0.101554
0.0,42,0.102518
0.0,307,0.110403
0.0,37,0.111288
0.0,252,0.116729
0.0,28,0.117378
0.0,13,0.117705
0.0,123,0.120412
0.0,182,0.124648
0.0,12,0.124981
0.0,26,0.125585
0.0,88,0.127477
1.0,223,0.132369
0.0,11,0.132662
0.0,211,0.137122
0.0,125,0.14003
0.0,249,0.146038
0.0,44,0.147045
0.0,12,0.147348
0.0,252,0.152688
0.0,236,0.157947
0.0,15,0.15833
0.0,90,0.160269
0.0,15,0.160639
0.0,68,0.162143
0.0,23,0.162677
0.0,41,0.163616
1.0,274,0.169454
0.0,25,0.170039
1.0,172,0.174151
0.0,35,0.175239
0.0,135,0.178624
0.0,133,0.181515
0.0,146,0.184647
0.0,60,0.186004
1.0,270,0.192738
1.0,156,0.196545
0.0,87,0.198563
0.0,171,0.202271
1.0,302,0.209823
0.0,12,0.210437
0.0,37,0.211415
0.0,66,0.212846
0.0,117,0.215279
0.0,153,0.218435
0.0,29,0.219076
0.0,14,0.219402
1.0,219,0.224345
0.0,176,0.227984
0.0,62,0.229306
1.0,316,0.236005
0.0,14,0.236351
0.0,75,0.237914
1.0,290,0.245452
0.0,165,0.248899
0.0,76,0.250504
1.0,194,0.254542
0.0,35,0.255508
0.0,13,0.255829
0.0,48,0.256849
1.0,273,0.262469
0.0,225,0.267393
1.0,132,0.270215
1.0,266,0.276956
0.0,18,0.277437
0.0,30,0.278128
0.0,37,0.278978
1.0,209,0.283504
0.0,63,0.28517
0.0,125,0.287785
0.0,87,0.289974
0.0,48,0.291585
0.0,57,0.292921
0.0,58,0.294477
0.0,12,0.294856
0.0,186,0.299674
1.0,167,0.303438
0.0,31,0.304124
0.0,10,0.304375
1.0,298,0.311866
0.0,125,0.314578
0.0,25,0.315172
0.0,18,0.315604
1.0,86,0.317458
0.0,35,0.318235
0.0,38,0.319068
0.0,4,0.319196
0.0,122,0.32201
0.0,124,0.324721
0.0,8,0.324939
0.0,55,0.326157
0.0,2,0.326239
0.0,25,0.326795
0.0,242,0.331882
0.0,146,0.334921
1.0,300,0.342067
0.0,75,0.344334
0.0,68,0.345795
0.0,29,0.346443
0.0,96,0.348461
0.0,114,0.350858
1.0,228,0.355842
0.0,92,0.357774
0.0,9,0.358008
0.0,4,0.358136
1.0,202,0.362324
1.0,145,0.365398
1.0,93,0.367342
0.0,78,0.368973
0.0,71,0.370476
0.0,18,0.370893
1.0,126,0.373763
1.0,143,0.377889
0.0,18,0.378327
0.0,241,0.383311
0.0,4,0.38344
0.0,128,0.386126
1.0,120,0.38892
0.0,94,0.39094
1.0,104,0.393149
0.0,70,0.394628
0.0,185,0.39864
0.0,63,0.4
1.0,292,0.406437
0.0,42,0.407692
0.0,137,0.411218
0.0,17,0.411645
0.0,45,0.412624
1.0,211,0.417178
0.0,138,0.420036
1.0,171,0.42381
1.0,264,0.429299
1.0,112,0.43175
0.0,24,0.432295
0.0,24,0.432831
0.0,130,0.435537
0.0,279,0.442992
1.0,125,0.445766
0.0,10,0.446031
0.0,197,0.450417
0.0,47,0.451464
0.0,93,0.453472
0.0,24,0.454034
0.0,50,0.45529
0.0,80,0.457056
0.0,35,0.457823
1.0,191,0.461851
0.0,21,0.462343
0.0,157,0.465665
1.0,136,0.468739
1.0,203,0.473163
1.0,117,0.476539
1.0,148,0.479743
0.0,278,0.485543
0.0,7,0.485743
1.0,151,0.489214
0.0,107,0.491486
0.0,10,0.49174
0.0,121,0.494272
1.0,278,0.500241
1.0,443,0.511456
1.0,178,0.515757
0.0,28,0.516436
0.0,110,0.518766
0.0,16,0.51915
0.0,93,0.521109
1.0,282,0.529752
1.0,172,0.53415
1.0,242,0.540274
1.0,120,0.543523
1.0,94,0.545645
1.0,237,0.55074
1.0,232,0.555922
0.0,35,0.556737
0.0,27,0.55737
1.0,216,0.561993
1.0,308,0.568743
1.0,134,0.571557
0.0,33,0.572411
0.0,123,0.576089
0.0,57,0.578094
1.0,249,0.583234
1.0,83,0.584964
0.0,14,0.585288
1.0,135,0.588155
1.0,189,0.592244
0.0,112,0.594596
1.0,78,0.596265
0.0,190,0.600201
0.0,82,0.60189
1.0,234,0.606898
0.0,11,0.607258
0.0,29,0.608458
0.0,44,0.609939
0.0,29,0.610598
1.0,139,0.613521
1.0,142,0.616493
0.0,23,0.617017
1.0,147,0.620076
0.0,243,0.625345
1.0,46,0.626371
1.0,207,0.630769
1.0,88,0.632651
0.0,47,0.633682
1.0,106,0.635931
0.0,119,0.638441
1.0,122,0.642563
1.0,121,0.645392
0.0,26,0.645991
0.0,7,0.646177
0.0,59,0.64743
1.0,162,0.651457
0.0,111,0.655171
1.0,132,0.659168
0.0,23,0.659909
1.0,73,0.661822
0.0,4,0.661965
0.0,85,0.663933
1.0,63,0.665329
0.0,206,0.669889
1.0,167,0.673587
0.0,33,0.674385
1.0,172,0.678579
1.0,204,0.682947
1.0,99,0.685085
0.0,60,0.686452
1.0,61,0.687748
0.0,179,0.691738
0.0,34,0.692501
1.0,143,0.695471
0.0,2,0.695554
0.0,26,0.696136
1.0,70,0.697674
1.0,87,0.699933
1.0,68,0.70145
1.0,161,0.704817
1.0,134,0.708958
1.0,330,0.716563
0.0,94,0.718605
1.0,181,0.722749
0.0,12,0.723067
1.0,75,0.724737
1.0,124,0.727382
1.0,83,0.729121
1.0,89,0.731111
1.0,164,0.734742
1.0,287,0.741478
1.0,161,0.745422
0.0,25,0.746011
0.0,13,0.746324
1.0,62,0.747659
0.0,91,0.749597
0.0,53,0.75072
0.0,22,0.751214
1.0,78,0.752923
1.0,249,0.759053
0.0,49,0.760812
1.0,67,0.762475
0.0,71,0.764274
0.0,40,0.765206
1.0,89,0.767458
0.0,60,0.769027
0.0,16,0.769434
1.0,40,0.770338
1.0,45,0.771331
0.0,160,0.775488
0.0,27,0.776394
0.0,45,0.777401
1.0,120,0.779974
1.0,66,0.781406
1.0,109,0.78373
0.0,83,0.785512
1.0,54,0.7867
0.0,20,0.787144
1.0,145,0.790402
1.0,67,0.791837
1.0,50,0.792901
1.0,108,0.795172
0.0,107,0.797427
1.0,105,0.799639
1.0,205,0.803921
1.0,56,0.80513
1.0,50,0.806383
0.0,19,0.806839
1.0,102,0.810131
0.0,64,0.811516
0.0,48,0.812539
0.0,46,0.813598
0.0,28,0.814224
0.0,34,0.814975
1.0,56,0.816177
0.0,108,0.818456
1.0,72,0.820014
0.0,90,0.822129
1.0,130,0.824897
1.0,40,0.825855
0.0,58,0.827094
1.0,45,0.828066
1.0,63,0.8294
0.0,81,0.831147
1.0,56,0.832356
1.0,55,0.833537
1.0,89,0.835401
0.0,33,0.836118
0.0,18,0.836532
0.0,22,0.837026
1.0,48,0.838066
0.0,9,0.838294
1.0,33,0.839425
1.0,42,0.840688
1.0,66,0.842522
1.0,77,0.844778
0.0,53,0.845926
1.0,42,0.846847
1.0,70,0.848387
1.0,37,0.849194
1.0,40,0.850059
0.0,36,0.850835
0.0,8,0.85104
1.0,55,0.852211
1.0,36,0.852985
