episodes,steps,total reward
121,10000,8.0
210,20000,25.0
291,30000,26.0
398,40000,44.0
670,50000,197.0
1061,60000,320.0
1462,70000,321.0
1866,80000,345.0
2271,90000,323.0
2704,100000,354.0
