# {"t_start": 1662808064.954756, "env_id": "Office-single-v1"} 
r,l,t
0.0,17,0.000931
0.0,10,0.001244
0.0,61,0.002677
0.0,6,0.002863
0.0,18,0.003316
0.0,17,0.003742
0.0,43,0.004752
0.0,51,0.005919
0.0,19,0.006393
0.0,48,0.007806
0.0,20,0.00836
0.0,12,0.008711
0.0,25,0.009386
0.0,36,0.010455
0.0,49,0.012202
0.0,79,0.014647
0.0,35,0.015522
0.0,86,0.017566
0.0,77,0.019374
0.0,36,0.020245
0.0,36,0.02111
0.0,13,0.021453
0.0,63,0.022978
0.0,50,0.024163
0.0,29,0.024843
0.0,43,0.025987
0.0,113,0.02875
0.0,78,0.030869
0.0,65,0.032466
0.0,103,0.034952
0.0,39,0.035992
0.0,125,0.038889
0.0,45,0.040179
0.0,60,0.041594
0.0,181,0.04647
0.0,73,0.048683
0.0,90,0.051041
0.0,142,0.056093
0.0,235,0.062357
0.0,55,0.064635
0.0,163,0.07236
0.0,194,0.076992
0.0,5,0.077194
0.0,62,0.079204
0.0,18,0.079827
0.0,76,0.081968
0.0,95,0.084224
0.0,63,0.085712
0.0,34,0.086651
0.0,43,0.08769
0.0,17,0.088129
0.0,216,0.093489
0.0,29,0.094247
0.0,47,0.095392
0.0,206,0.100341
0.0,148,0.10393
0.0,12,0.104271
0.0,194,0.109103
0.0,75,0.111158
0.0,26,0.112235
1.0,216,0.117932
0.0,230,0.123328
0.0,174,0.127672
0.0,140,0.131129
0.0,345,0.139573
0.0,16,0.140042
0.0,135,0.143418
0.0,168,0.148294
0.0,12,0.148655
0.0,12,0.148988
0.0,251,0.154917
0.0,16,0.155345
0.0,69,0.157073
0.0,20,0.157584
0.0,159,0.161717
0.0,35,0.162598
0.0,7,0.162806
0.0,48,0.164011
1.0,245,0.169762
0.0,33,0.170581
0.0,30,0.171315
0.0,176,0.175438
0.0,66,0.177217
0.0,196,0.182604
1.0,235,0.188132
0.0,189,0.192855
0.0,67,0.194497
0.0,78,0.196473
0.0,32,0.197308
1.0,179,0.201466
0.0,9,0.201735
0.0,69,0.203367
0.0,18,0.203828
0.0,49,0.205
0.0,56,0.206331
1.0,175,0.210632
0.0,76,0.213174
0.0,43,0.214353
0.0,28,0.215055
1.0,114,0.217749
0.0,35,0.218649
1.0,234,0.224153
0.0,177,0.229418
0.0,141,0.23327
1.0,278,0.240058
0.0,51,0.241369
0.0,55,0.242697
0.0,91,0.245564
0.0,29,0.246468
0.0,313,0.253754
1.0,127,0.256751
0.0,55,0.258053
0.0,2,0.258142
0.0,180,0.263219
0.0,21,0.263781
0.0,105,0.266195
0.0,21,0.266715
0.0,34,0.267578
0.0,292,0.274214
0.0,26,0.274847
0.0,141,0.278703
1.0,179,0.283222
0.0,40,0.284203
0.0,28,0.284951
0.0,123,0.288002
0.0,11,0.288318
0.0,33,0.289116
0.0,24,0.289707
0.0,13,0.29004
1.0,138,0.293463
0.0,2,0.293565
0.0,19,0.294041
0.0,208,0.299056
0.0,38,0.300024
1.0,179,0.304336
0.0,205,0.309291
0.0,12,0.30974
0.0,166,0.31439
0.0,13,0.31485
1.0,226,0.320762
1.0,229,0.326653
0.0,200,0.331544
0.0,32,0.33234
0.0,35,0.333175
0.0,9,0.333422
1.0,94,0.335751
0.0,42,0.336795
0.0,8,0.337102
0.0,60,0.339379
0.0,29,0.340296
0.0,15,0.341687
0.0,79,0.345296
0.0,16,0.346332
