# {"t_start": 1662807988.9597352, "env_id": "Office-single-v1"} 
r,l,t
0.0,31,0.001156
0.0,39,0.002067
0.0,7,0.002283
0.0,36,0.003099
0.0,9,0.003344
0.0,31,0.004058
0.0,32,0.004794
0.0,47,0.00612
0.0,47,0.007465
0.0,48,0.009194
0.0,44,0.010228
0.0,46,0.011283
0.0,135,0.014252
0.0,85,0.01616
0.0,21,0.016665
0.0,24,0.017235
0.0,53,0.018478
0.0,91,0.02044
0.0,38,0.021284
0.0,53,0.022711
0.0,88,0.024591
0.0,73,0.026322
0.0,15,0.02668
0.0,53,0.027806
0.0,89,0.02973
0.0,59,0.031284
0.0,36,0.032157
0.0,31,0.032923
0.0,128,0.035713
0.0,88,0.037659
0.0,66,0.039144
0.0,26,0.039748
0.0,32,0.041011
0.0,71,0.043023
0.0,17,0.043437
0.0,93,0.0454
0.0,61,0.046688
0.0,39,0.04752
0.0,101,0.049874
0.0,103,0.052069
0.0,27,0.052673
0.0,54,0.053836
0.0,151,0.057256
0.0,117,0.061673
0.0,44,0.064179
0.0,224,0.07134
0.0,35,0.072857
0.0,98,0.080467
0.0,56,0.082048
0.0,26,0.082737
0.0,62,0.084097
0.0,15,0.084469
0.0,144,0.087627
0.0,122,0.090582
0.0,96,0.092881
0.0,102,0.095122
0.0,115,0.097762
0.0,25,0.098408
1.0,216,0.103148
0.0,9,0.103413
0.0,212,0.108597
0.0,100,0.111256
0.0,48,0.112359
0.0,145,0.115523
0.0,346,0.123275
0.0,60,0.124662
0.0,215,0.129406
0.0,47,0.130645
0.0,188,0.134833
0.0,96,0.136978
0.0,91,0.13896
0.0,179,0.144826
0.0,90,0.146996
0.0,151,0.150311
0.0,111,0.152697
0.0,215,0.157742
0.0,55,0.159187
0.0,31,0.159947
0.0,21,0.160448
0.0,12,0.160748
1.0,205,0.165408
0.0,171,0.169623
0.0,44,0.170963
0.0,13,0.171303
0.0,66,0.173058
0.0,2,0.173174
1.0,202,0.179328
0.0,48,0.180454
0.0,30,0.181143
0.0,100,0.183287
0.0,206,0.187785
0.0,115,0.190521
0.0,177,0.194454
0.0,138,0.197901
0.0,129,0.200926
0.0,42,0.201909
0.0,201,0.206424
0.0,43,0.207665
0.0,75,0.209741
0.0,74,0.211366
0.0,14,0.211717
0.0,173,0.21548
1.0,200,0.219865
1.0,175,0.223989
0.0,125,0.226917
0.0,48,0.228018
1.0,71,0.229628
0.0,101,0.232083
0.0,13,0.232432
0.0,63,0.233833
0.0,73,0.235448
0.0,4,0.235581
0.0,28,0.236229
0.0,200,0.242428
0.0,137,0.245874
1.0,296,0.253135
0.0,225,0.262395
0.0,328,0.278372
0.0,24,0.279514
0.0,155,0.284551
0.0,180,0.292191
1.0,123,0.295567
0.0,68,0.297695
0.0,63,0.299355
0.0,102,0.303478
0.0,19,0.304297
0.0,46,0.306006
0.0,12,0.306506
0.0,21,0.307309
0.0,2,0.30745
1.0,186,0.312485
0.0,54,0.313946
0.0,24,0.314607
0.0,117,0.317315
0.0,27,0.317931
0.0,171,0.321878
1.0,160,0.325688
0.0,85,0.327539
1.0,116,0.329971
0.0,152,0.333442
0.0,141,0.336422
0.0,220,0.341758
1.0,316,0.348854
1.0,216,0.353474
0.0,48,0.354536
0.0,182,0.358662
1.0,189,0.362959
1.0,193,0.367336
0.0,47,0.368373
0.0,16,0.368759
1.0,203,0.373393
1.0,162,0.377485
0.0,192,0.381589
0.0,30,0.382269
0.0,2,0.382352
1.0,226,0.387164
0.0,216,0.392148
0.0,41,0.39306
0.0,45,0.394044
0.0,39,0.394891
1.0,213,0.399729
1.0,200,0.403925
1.0,95,0.406006
0.0,64,0.407933
0.0,17,0.408365
0.0,184,0.412593
1.0,205,0.417056
1.0,89,0.419038
0.0,62,0.420375
0.0,124,0.423333
0.0,15,0.423708
0.0,81,0.425439
0.0,135,0.428395
0.0,38,0.429227
0.0,2,0.429314
1.0,154,0.43304
0.0,35,0.433992
1.0,173,0.437647
0.0,142,0.440835
0.0,113,0.444347
0.0,26,0.444963
0.0,78,0.446647
1.0,189,0.450698
0.0,112,0.453149
0.0,12,0.453444
1.0,65,0.454857
0.0,27,0.4557
0.0,48,0.456752
0.0,178,0.460689
0.0,47,0.46172
0.0,14,0.462058
1.0,187,0.466199
0.0,166,0.469719
0.0,31,0.470423
1.0,69,0.471886
1.0,145,0.47634
1.0,80,0.478176
0.0,30,0.478851
0.0,130,0.481683
0.0,150,0.484863
0.0,55,0.486045
0.0,32,0.486786
0.0,18,0.487208
0.0,57,0.488439
0.0,8,0.488963
0.0,15,0.489343
0.0,12,0.489642
0.0,14,0.489975
0.0,39,0.490818
0.0,4,0.490943
0.0,33,0.49166
0.0,100,0.493849
1.0,154,0.497239
1.0,312,0.504175
0.0,8,0.504399
1.0,266,0.511227
0.0,60,0.512586
0.0,64,0.513965
0.0,77,0.515621
0.0,21,0.516109
0.0,29,0.516756
0.0,69,0.518281
0.0,98,0.520387
1.0,185,0.524619
0.0,106,0.527013
1.0,274,0.533264
1.0,159,0.536606
1.0,419,0.55
0.0,31,0.55076
0.0,28,0.551416
0.0,43,0.552379
0.0,24,0.552941
0.0,39,0.553812
1.0,157,0.557968
0.0,28,0.559153
0.0,28,0.559945
0.0,9,0.560178
0.0,27,0.560895
0.0,42,0.562016
0.0,45,0.563124
0.0,87,0.565619
0.0,31,0.566502
0.0,133,0.569927
0.0,205,0.575151
1.0,47,0.576708
1.0,111,0.579171
0.0,65,0.580611
0.0,78,0.582355
1.0,116,0.584886
0.0,10,0.585143
1.0,437,0.594733
0.0,25,0.595321
1.0,149,0.598676
0.0,51,0.599802
0.0,30,0.600474
1.0,101,0.602641
1.0,170,0.606307
1.0,175,0.61375
0.0,15,0.614154
1.0,160,0.617576
0.0,307,0.6245
0.0,21,0.625004
0.0,10,0.625257
0.0,100,0.627553
1.0,156,0.630941
1.0,136,0.633796
1.0,209,0.638197
1.0,125,0.641347
1.0,135,0.645349
1.0,137,0.648278
0.0,12,0.648576
0.0,55,0.649786
0.0,206,0.654199
1.0,88,0.659245
0.0,88,0.66124
0.0,34,0.662009
1.0,127,0.665146
1.0,338,0.672629
1.0,137,0.677343
1.0,144,0.680814
1.0,160,0.68439
0.0,117,0.686962
1.0,99,0.689466
1.0,111,0.691954
1.0,248,0.697511
0.0,118,0.700235
0.0,64,0.701819
0.0,33,0.702565
1.0,147,0.705916
1.0,67,0.707866
0.0,235,0.713275
1.0,220,0.7181
1.0,195,0.722515
0.0,89,0.724431
0.0,14,0.724767
1.0,93,0.726939
1.0,76,0.728569
1.0,48,0.729609
1.0,167,0.73344
1.0,208,0.737857
1.0,150,0.741975
0.0,14,0.742375
0.0,154,0.745937
1.0,459,0.755766
0.0,10,0.756038
0.0,8,0.756249
0.0,62,0.757593
0.0,31,0.758287
0.0,34,0.759221
1.0,98,0.76133
0.0,34,0.762087
1.0,97,0.764273
1.0,59,0.765554
0.0,64,0.766924
1.0,95,0.768954
1.0,47,0.769985
1.0,300,0.777591
0.0,88,0.779559
0.0,55,0.780756
0.0,31,0.781539
1.0,122,0.784281
0.0,27,0.784909
1.0,109,0.787287
1.0,246,0.793234
0.0,33,0.794012
1.0,43,0.794973
0.0,21,0.795452
0.0,80,0.797254
1.0,158,0.800636
0.0,109,0.802973
1.0,99,0.805096
0.0,39,0.806055
1.0,59,0.807344
1.0,114,0.810816
1.0,119,0.813728
1.0,67,0.815343
1.0,60,0.816788
1.0,52,0.818146
1.0,140,0.821666
0.0,14,0.82227
1.0,85,0.824082
1.0,66,0.825609
1.0,176,0.829413
1.0,78,0.831754
1.0,148,0.835199
1.0,191,0.839428
1.0,70,0.841483
1.0,82,0.844015
0.0,41,0.844967
1.0,115,0.847461
1.0,94,0.849507
1.0,46,0.850543
0.0,67,0.851994
0.0,62,0.853339
1.0,63,0.854734
1.0,234,0.860132
1.0,75,0.861777
0.0,40,0.862665
0.0,29,0.863318
1.0,48,0.864548
0.0,56,0.865823
1.0,47,0.866849
1.0,83,0.868615
0.0,52,0.86976
1.0,83,0.871557
1.0,63,0.872945
0.0,32,0.873651
0.0,13,0.874169
0.0,22,0.875118
0.0,165,0.879296
0.0,20,0.879778
0.0,56,0.881
0.0,111,0.88339
1.0,36,0.884206
1.0,41,0.885114
0.0,12,0.885408
1.0,42,0.886376
1.0,103,0.8887
1.0,55,0.890046
1.0,89,0.89197
1.0,36,0.892952
1.0,51,0.894058
0.0,48,0.895108
1.0,48,0.896154
1.0,41,0.897168
0.0,38,0.898003
0.0,17,0.898403
0.0,73,0.899959
1.0,68,0.901423
1.0,44,0.902382
0.0,14,0.902714
0.0,32,0.903432
1.0,39,0.904293
1.0,46,0.905302
0.0,20,0.905831
0.0,7,0.906015
1.0,33,0.906756
1.0,54,0.908674
1.0,83,0.910903
1.0,72,0.912477
0.0,30,0.913147
0.0,24,0.913687
0.0,32,0.914403
1.0,44,0.915405
1.0,40,0.916288
1.0,55,0.91749
1.0,38,0.91833
1.0,81,0.920115
0.0,32,0.92083
1.0,35,0.921612
1.0,30,0.922514
1.0,64,0.92403
1.0,60,0.925316
1.0,59,0.926575
1.0,54,0.927752
1.0,39,0.928597
1.0,60,0.929864
1.0,39,0.930865
1.0,82,0.932653
1.0,31,0.93337
1.0,41,0.934271
1.0,66,0.935682
1.0,32,0.936387
0.0,10,0.936639
0.0,30,0.937307
1.0,70,0.938793
0.0,11,0.939112
1.0,31,0.939825
1.0,46,0.941056
1.0,45,0.943029
0.0,4,0.943203
0.0,51,0.944324
1.0,33,0.945067
0.0,16,0.945445
1.0,41,0.946349
1.0,34,0.947113
0.0,58,0.948351
0.0,4,0.948473
1.0,68,0.949949
1.0,51,0.951075
0.0,4,0.951198
1.0,35,0.951977
1.0,32,0.952728
1.0,30,0.953407
1.0,32,0.954125
1.0,74,0.955971
1.0,61,0.957309
1.0,33,0.958055
0.0,20,0.958512
1.0,39,0.959543
1.0,44,0.960493
0.0,16,0.960866
0.0,15,0.961219
1.0,115,0.9639
0.0,19,0.964418
1.0,77,0.966149
0.0,6,0.966318
1.0,32,0.967032
0.0,33,0.968024
0.0,12,0.968335
0.0,18,0.968752
1.0,57,0.969977
0.0,26,0.970558
1.0,33,0.971288
0.0,11,0.971555
1.0,33,0.972322
1.0,48,0.973557
1.0,32,0.974848
0.0,23,0.975603
1.0,30,0.976654
1.0,35,0.977449
0.0,77,0.979116
1.0,32,0.980031
0.0,2,0.980132
1.0,30,0.980804
1.0,34,0.981545
1.0,30,0.98221
0.0,13,0.982519
0.0,24,0.983299
0.0,26,0.983901
1.0,54,0.985071
0.0,27,0.985674
1.0,30,0.98635
1.0,31,0.987042
1.0,66,0.988451
0.0,37,0.989467
1.0,35,0.990268
1.0,31,0.990966
1.0,34,0.991711
1.0,30,0.99257
1.0,31,0.99326
0.0,27,0.993864
0.0,4,0.993987
1.0,71,0.995486
1.0,30,0.996158
1.0,31,0.996854
0.0,9,0.997299
0.0,4,0.997528
1.0,36,0.998348
0.0,46,0.999374
1.0,34,1.000138
0.0,16,1.000521
1.0,35,1.001307
1.0,30,1.001988
1.0,38,1.002848
1.0,226,1.008322
1.0,30,1.009516
1.0,37,1.01035
1.0,45,1.011336
1.0,33,1.012078
1.0,34,1.012846
0.0,18,1.013264
0.0,26,1.013859
0.0,35,1.014642
1.0,32,1.015451
1.0,32,1.016224
0.0,28,1.01689
1.0,38,1.017732
1.0,42,1.01866
0.0,9,1.018889
1.0,30,1.01965
1.0,35,1.020456
1.0,41,1.021358
1.0,30,1.02231
0.0,25,1.022896
0.0,24,1.023444
1.0,34,1.024199
1.0,30,1.025159
1.0,37,1.026002
0.0,20,1.026467
1.0,142,1.029485
1.0,114,1.032084
1.0,32,1.032821
0.0,25,1.033389
0.0,26,1.033976
1.0,57,1.035209
1.0,30,1.035911
1.0,30,1.036589
0.0,6,1.036756
1.0,43,1.037691
0.0,14,1.038028
0.0,9,1.038257
1.0,36,1.039177
1.0,32,1.039926
0.0,28,1.040565
1.0,34,1.042243
0.0,19,1.042999
1.0,34,1.04394
1.0,34,1.044815
1.0,40,1.045859
1.0,33,1.046685
