episodes,steps,total reward
115,10000,6.0
213,20000,26.0
302,30000,41.0
472,40000,104.0
778,50000,228.0
1099,60000,228.0
1433,70000,239.0
1790,80000,247.0
2142,90000,251.0
2495,100000,240.0
