# {"t_start": 1662807739.1619918, "env_id": "Office-single-v0"} 
r,l,t
0.0,43,0.001432
0.0,44,0.002494
0.0,7,0.00271
0.0,6,0.002895
0.0,56,0.00423
0.0,18,0.004712
0.0,33,0.005494
0.0,16,0.005904
0.0,34,0.006791
0.0,37,0.007788
0.0,5,0.007986
0.0,53,0.009399
0.0,19,0.009933
0.0,25,0.010829
0.0,37,0.011743
0.0,145,0.015308
0.0,29,0.016037
0.0,84,0.018053
0.0,38,0.01897
0.0,65,0.020506
0.0,56,0.021856
0.0,45,0.02291
0.0,98,0.025593
0.0,37,0.026752
0.0,177,0.031056
0.0,84,0.033396
0.0,152,0.036899
0.0,79,0.038722
0.0,84,0.041233
0.0,79,0.044174
0.0,52,0.04666
0.0,59,0.048911
0.0,67,0.051878
0.0,49,0.053207
0.0,153,0.05925
0.0,21,0.062082
0.0,16,0.062846
0.0,10,0.063299
0.0,149,0.067484
0.0,35,0.068327
0.0,71,0.06992
0.0,48,0.070997
0.0,64,0.072497
0.0,31,0.073521
0.0,54,0.07479
0.0,21,0.075308
0.0,86,0.077342
0.0,62,0.078749
0.0,4,0.078885
0.0,51,0.080054
0.0,2,0.080145
0.0,9,0.080384
0.0,84,0.082349
0.0,84,0.084273
0.0,32,0.085022
0.0,42,0.08599
0.0,44,0.086992
0.0,179,0.091762
0.0,78,0.094683
0.0,80,0.096571
0.0,15,0.096958
0.0,233,0.102092
0.0,19,0.102565
0.0,67,0.104118
0.0,31,0.104849
0.0,18,0.105293
0.0,166,0.109375
0.0,28,0.110088
0.0,82,0.111981
0.0,40,0.112915
0.0,74,0.11459
0.0,477,0.127376
1.0,138,0.13183
1.0,143,0.135175
0.0,53,0.1364
1.0,212,0.141362
0.0,277,0.147666
0.0,42,0.148768
1.0,168,0.152509
0.0,373,0.161563
0.0,49,0.162736
0.0,76,0.164469
0.0,40,0.165434
0.0,93,0.167609
0.0,153,0.171062
1.0,208,0.175955
0.0,82,0.177919
0.0,39,0.178844
0.0,199,0.183408
0.0,11,0.18375
0.0,24,0.184331
1.0,220,0.189327
0.0,22,0.189882
0.0,140,0.194176
0.0,4,0.19435
1.0,333,0.202111
1.0,132,0.205159
0.0,102,0.207728
0.0,99,0.210031
1.0,226,0.215117
0.0,91,0.217191
