episodes,steps,total reward
126,10000,9.0
207,20000,24.0
296,30000,28.0
404,40000,46.0
656,50000,187.0
1043,60000,300.0
1449,70000,331.0
1864,80000,336.0
2300,90000,338.0
2733,100000,341.0
